case_id,checkpoint_id,step_id,step_position,split,model_source,H_t,H_t_minus_1,delta_H,A_t,A_t_plus_1,I_nec,I_plus,I_minus,burst_flag,gate_pass,unverifiable_flag,boundary_flag,difficulty_tier
dtest_case_0189,dtest_case_0189_t1,step_t1_0189,t1,dtest,gemini-pro,0.4126,0.054,0.3586,0.9238,0.6498,0.2988,0.308,0.3373,False,True,False,False,complex
dtest_case_0190,dtest_case_0190_t1,step_t1_0190,t1,dtest,codellama,0.2736,0.1753,0.0983,0.8972,0.8137,0.1704,0.2148,0.1235,False,True,False,False,medium
dtest_case_0191,dtest_case_0191_t2,step_t2_0191,t2,dtest,gemini-pro,0.5533,0.2904,0.2629,0.3715,0.1334,-0.4093,0.4397,0.3235,False,True,False,False,complex
dtest_case_0192,dtest_case_0192_t1,step_t1_0192,t1,dtest,gpt-4,0.6424,0.2541,0.3883,0.2757,0.0784,-0.3749,0.4676,0.3403,False,True,False,False,easy
dtest_case_0192,dtest_case_0192_t2,step_t2_0192,t2,dtest,gpt-4,0.6114,0.6424,-0.031,0.1233,0.0766,-0.0901,0.1953,0.0766,False,True,False,False,easy
dtest_case_0194,dtest_case_0194_t0,step_t0_0194,t0,dtest,gemini-pro,0.9207,0.8561,0.0646,0.4451,0.2922,-0.4011,0.1779,0.0336,True,True,False,False,medium
dtest_case_0194,dtest_case_0194_t2,step_t2_0194,t2,dtest,gemini-pro,0.5324,0.9207,-0.3883,0.1424,0.047,0.391,0.3924,0.2934,False,True,False,False,medium
dtest_case_0196,dtest_case_0196_t0,step_t0_0196,t0,dtest,claude-3,0.3624,0.2446,0.1178,0.8604,0.4461,0.0626,0.4706,0.3659,False,True,False,False,complex
dtest_case_0196,dtest_case_0196_t1,step_t1_0196,t1,dtest,claude-3,0.7026,0.3624,0.3402,0.4897,0.0912,-0.2809,0.4895,0.2222,True,True,False,False,complex
dtest_case_0197,dtest_case_0197_t0,step_t0_0197,t0,dtest,gpt-4,0.1318,0.0538,0.078,0.6759,0.2922,0.1584,0.3701,0.2523,False,True,False,False,complex
dtest_case_0197,dtest_case_0197_t1,step_t1_0197,t1,dtest,gpt-4,0.8104,0.1318,0.6786,0.1148,0.2881,-0.4312,0.4628,0.0273,False,True,False,False,complex
dtest_case_0198,dtest_case_0198_t1,step_t1_0198,t1,dtest,mistral,0.7061,0.073,0.6331,0.299,0.3067,0.2519,0.1866,0.2255,False,True,False,True,hard
dtest_case_0198,dtest_case_0198_t2,step_t2_0198,t2,dtest,mistral,0.8024,0.7061,0.0963,0.3126,0.1812,0.0248,0.001,0.0696,False,True,False,True,hard
dtest_case_0199,dtest_case_0199_t0,step_t0_0199,t0,dtest,gemini-pro,0.2296,0.1378,0.0918,0.7246,0.9756,-0.0967,0.3862,0.2501,False,True,False,False,medium
dtest_case_0199,dtest_case_0199_t2,step_t2_0199,t2,dtest,gemini-pro,0.0702,0.2296,-0.1594,0.8696,0.7732,0.3681,0.271,0.3759,False,True,False,False,medium
dtest_case_0200,dtest_case_0200_t2,step_t2_0200,t2,dtest,gemini-pro,0.8266,0.2043,0.6223,0.3827,0.329,0.2325,0.249,0.2971,False,True,False,False,easy
dtest_case_0201,dtest_case_0201_t1,step_t1_0201,t1,dtest,mistral,0.9005,0.0711,0.8294,0.4132,0.3945,0.3086,0.2564,0.1754,False,False,False,False,medium
dtest_case_0202,dtest_case_0202_t1,step_t1_0202,t1,dtest,gpt-4,0.1417,0.1867,-0.045,0.8847,0.8803,0.002,0.327,0.3273,False,True,False,False,medium
dtest_case_0202,dtest_case_0202_t2,step_t2_0202,t2,dtest,gpt-4,0.4146,0.1417,0.2729,0.6603,0.5713,-0.0921,0.0386,0.3645,False,True,False,False,medium
dtest_case_0203,dtest_case_0203_t0,step_t0_0203,t0,dtest,claude-3,0.6911,0.6588,0.0323,0.3187,0.2879,-0.3511,0.1665,0.354,False,True,False,False,hard
dtest_case_0203,dtest_case_0203_t2,step_t2_0203,t2,dtest,claude-3,0.6275,0.6911,-0.0636,0.404,0.3046,0.1568,0.1267,0.3951,False,True,False,False,hard
dtest_case_0204,dtest_case_0204_t0,step_t0_0204,t0,dtest,gemini-pro,0.3583,0.2942,0.0641,0.7222,0.9199,0.0668,0.4326,0.3661,False,False,False,False,medium
dtest_case_0204,dtest_case_0204_t1,step_t1_0204,t1,dtest,gemini-pro,0.064,0.3583,-0.2943,0.9256,0.2145,0.3369,0.319,0.3335,False,True,False,False,medium
dtest_case_0205,dtest_case_0205_t0,step_t0_0205,t0,dtest,claude-3,0.264,0.2423,0.0217,0.9244,0.7678,0.15,0.3925,0.2395,False,True,False,False,complex
dtest_case_0206,dtest_case_0206_t0,step_t0_0206,t0,dtest,codellama,0.2861,0.225,0.0611,0.8143,0.6113,0.005,0.1405,0.2852,False,True,False,False,hard
dtest_case_0206,dtest_case_0206_t2,step_t2_0206,t2,dtest,codellama,0.2135,0.2861,-0.0726,0.9734,0.9454,0.1582,0.3933,0.377,False,True,False,False,hard
dtest_case_0207,dtest_case_0207_t0,step_t0_0207,t0,dtest,gpt-4,0.3382,0.2142,0.124,0.8062,0.3723,-0.096,0.4623,0.1773,False,True,False,True,complex
dtest_case_0208,dtest_case_0208_t0,step_t0_0208,t0,dtest,codellama,0.152,0.0406,0.1114,0.6768,0.9491,0.3141,0.108,0.3237,False,False,False,False,easy
dtest_case_0208,dtest_case_0208_t2,step_t2_0208,t2,dtest,codellama,0.3029,0.152,0.1509,0.7807,0.7128,0.0159,0.1593,0.3614,False,True,False,False,easy
dtest_case_0209,dtest_case_0209_t0,step_t0_0209,t0,dtest,codellama,0.3815,0.3292,0.0523,0.8326,0.9178,0.3422,0.1724,0.1847,False,True,False,False,complex
dtest_case_0209,dtest_case_0209_t1,step_t1_0209,t1,dtest,codellama,0.0553,0.3815,-0.3262,0.7536,0.7837,0.1055,0.361,0.1539,False,True,False,False,complex
dtest_case_0210,dtest_case_0210_t0,step_t0_0210,t0,dtest,codellama,0.2218,0.1107,0.1111,0.952,0.8128,0.2947,0.1484,0.2165,False,True,False,False,complex
dtest_case_0210,dtest_case_0210_t1,step_t1_0210,t1,dtest,codellama,0.2157,0.2218,-0.0061,0.9063,0.4027,-0.0393,0.3173,0.2329,False,True,False,False,complex
dtest_case_0211,dtest_case_0211_t0,step_t0_0211,t0,dtest,gpt-4,0.1348,0.0881,0.0467,0.7084,0.1475,0.0338,0.1678,0.2998,False,True,False,False,medium
dtest_case_0211,dtest_case_0211_t2,step_t2_0211,t2,dtest,gpt-4,0.9438,0.1348,0.809,0.2366,0.0481,0.3357,0.3395,0.1647,False,False,False,False,medium
dtest_case_0213,dtest_case_0213_t1,step_t1_0213,t1,dtest,mistral,0.1315,0.1319,-0.0004,0.8413,0.8302,-0.0889,0.4726,0.2787,False,True,False,False,hard
dtest_case_0214,dtest_case_0214_t1,step_t1_0214,t1,dtest,claude-3,0.9199,0.1598,0.7601,0.4912,0.2549,-0.0429,0.3824,0.2716,False,False,False,False,medium
dtest_case_0215,dtest_case_0215_t1,step_t1_0215,t1,dtest,claude-3,0.9281,0.2441,0.684,0.3251,0.3929,-0.2307,0.2041,0.3542,True,True,False,False,hard
dtest_case_0216,dtest_case_0216_t0,step_t0_0216,t0,dtest,mistral,0.8967,0.787,0.1097,0.3638,0.3511,-0.314,0.4371,0.0814,True,True,False,False,medium
dtest_case_0217,dtest_case_0217_t1,step_t1_0217,t1,dtest,mistral,0.2626,0.1776,0.085,0.9372,0.7618,0.1422,0.0067,0.1639,False,True,False,False,easy
dtest_case_0218,dtest_case_0218_t1,step_t1_0218,t1,dtest,codellama,0.507,0.1202,0.3868,0.1436,0.0668,0.1396,0.0909,0.2972,False,False,False,False,medium
dtest_case_0218,dtest_case_0218_t2,step_t2_0218,t2,dtest,codellama,0.7455,0.507,0.2385,0.4918,0.3792,0.1567,0.4946,0.0926,False,False,False,False,medium
dtest_case_0219,dtest_case_0219_t0,step_t0_0219,t0,dtest,mistral,0.0671,0.0001,0.067,0.6745,0.3417,0.2042,0.3533,0.1498,False,True,False,True,easy
dtest_case_0219,dtest_case_0219_t1,step_t1_0219,t1,dtest,mistral,0.5204,0.0671,0.4533,0.2075,0.4217,-0.3483,0.4157,0.3369,False,True,False,True,easy
dtest_case_0220,dtest_case_0220_t1,step_t1_0220,t1,dtest,gemini-pro,0.0881,0.0759,0.0122,0.667,0.2824,0.113,0.274,0.2084,False,True,False,False,easy
dtest_case_0220,dtest_case_0220_t2,step_t2_0220,t2,dtest,gemini-pro,0.8049,0.0881,0.7168,0.3913,0.3876,-0.4171,0.3566,0.1546,False,True,False,False,easy
dtest_case_0221,dtest_case_0221_t0,step_t0_0221,t0,dtest,claude-3,0.2063,0.1825,0.0238,0.7404,0.2922,0.1166,0.3872,0.341,False,True,False,False,easy
dtest_case_0221,dtest_case_0221_t1,step_t1_0221,t1,dtest,claude-3,0.8412,0.2063,0.6349,0.1881,0.216,-0.2149,0.1931,0.2354,True,True,False,False,easy
dtest_case_0222,dtest_case_0222_t0,step_t0_0222,t0,dtest,mistral,0.3946,0.2643,0.1303,0.9035,0.8983,0.179,0.2923,0.0535,False,True,False,True,complex
dtest_case_0222,dtest_case_0222_t1,step_t1_0222,t1,dtest,mistral,0.2303,0.3946,-0.1643,0.9855,0.7724,0.1747,0.2666,0.2547,False,True,False,True,complex
dtest_case_0223,dtest_case_0223_t0,step_t0_0223,t0,dtest,gemini-pro,0.6013,0.522,0.0793,0.4217,0.2352,-0.3886,0.3274,0.3295,True,False,False,False,hard
dtest_case_0223,dtest_case_0223_t2,step_t2_0223,t2,dtest,gemini-pro,0.8697,0.6013,0.2684,0.2577,0.0119,0.2934,0.3868,0.2991,False,True,False,False,hard
dtest_case_0224,dtest_case_0224_t1,step_t1_0224,t1,dtest,gemini-pro,0.5978,0.166,0.4318,0.1688,0.2161,0.3442,0.4122,0.252,False,False,False,False,complex
dtest_case_0224,dtest_case_0224_t2,step_t2_0224,t2,dtest,gemini-pro,0.8527,0.5978,0.2549,0.243,0.1927,0.1571,0.3681,0.1746,False,True,False,False,complex
dtest_case_0225,dtest_case_0225_t0,step_t0_0225,t0,dtest,gemini-pro,0.0877,0.0,0.0877,0.9344,0.8827,0.3836,0.4133,0.3612,False,False,False,False,medium
dtest_case_0225,dtest_case_0225_t1,step_t1_0225,t1,dtest,gemini-pro,0.3705,0.0877,0.2828,0.886,0.6023,0.1329,0.2856,0.1216,False,True,False,False,medium
dtest_case_0226,dtest_case_0226_t0,step_t0_0226,t0,dtest,gemini-pro,0.9325,0.7987,0.1338,0.4321,0.2124,-0.4945,0.0401,0.1249,True,True,False,False,medium
dtest_case_0227,dtest_case_0227_t0,step_t0_0227,t0,dtest,codellama,0.4166,0.3107,0.1059,0.7581,0.1031,0.1558,0.0027,0.3754,False,True,False,False,hard
dtest_case_0227,dtest_case_0227_t2,step_t2_0227,t2,dtest,codellama,0.6811,0.4166,0.2645,0.2258,0.2085,0.2192,0.3665,0.2705,False,True,False,False,hard
dtest_case_0228,dtest_case_0228_t0,step_t0_0228,t0,dtest,gemini-pro,0.2815,0.1961,0.0854,0.9539,0.7517,0.0857,0.3093,0.2532,False,True,False,False,medium
dtest_case_0228,dtest_case_0228_t1,step_t1_0228,t1,dtest,gemini-pro,0.2272,0.2815,-0.0543,0.823,0.9444,0.1306,0.47,0.2016,False,False,False,False,medium
dtest_case_0229,dtest_case_0229_t1,step_t1_0229,t1,dtest,codellama,0.3831,0.1406,0.2425,0.9523,0.644,0.3625,0.3158,0.0218,False,True,False,False,easy
dtest_case_0229,dtest_case_0229_t2,step_t2_0229,t2,dtest,codellama,0.4397,0.3831,0.0566,0.6744,0.5357,0.2739,0.4051,0.1655,False,True,False,False,easy
dtest_case_0230,dtest_case_0230_t2,step_t2_0230,t2,dtest,codellama,0.0669,0.1949,-0.128,0.8085,0.5713,-0.0697,0.3427,0.01,False,True,False,False,hard
dtest_case_0233,dtest_case_0233_t0,step_t0_0233,t0,dtest,gemini-pro,0.2314,0.1632,0.0682,0.89,0.9641,0.2195,0.4768,0.3526,False,True,False,False,hard
dtest_case_0233,dtest_case_0233_t1,step_t1_0233,t1,dtest,gemini-pro,0.3835,0.2314,0.1521,0.8749,0.6314,0.2703,0.0475,0.2376,False,True,False,False,hard
dtest_case_0234,dtest_case_0234_t1,step_t1_0234,t1,dtest,gemini-pro,0.0766,0.1077,-0.0311,0.9705,0.8465,0.0231,0.3453,0.2387,False,True,False,False,medium
dtest_case_0234,dtest_case_0234_t2,step_t2_0234,t2,dtest,gemini-pro,0.4405,0.0766,0.3639,0.8892,0.7953,0.3,0.4423,0.0501,False,True,False,False,medium
dtest_case_0235,dtest_case_0235_t2,step_t2_0235,t2,dtest,gemini-pro,0.5973,0.2228,0.3745,0.3214,0.1667,0.3704,0.388,0.0512,False,True,False,False,easy
dtest_case_0236,dtest_case_0236_t1,step_t1_0236,t1,dtest,claude-3,0.6959,0.149,0.5469,0.3512,0.4068,-0.3776,0.2759,0.3158,False,True,False,True,hard
dtest_case_0237,dtest_case_0237_t1,step_t1_0237,t1,dtest,gpt-4,0.24,0.0638,0.1762,0.9798,0.6299,0.1192,0.2649,0.3941,False,True,False,False,medium
dtest_case_0237,dtest_case_0237_t2,step_t2_0237,t2,dtest,gpt-4,0.0958,0.24,-0.1442,0.653,0.6141,0.0036,0.3153,0.0879,False,True,False,False,medium
dtest_case_0238,dtest_case_0238_t1,step_t1_0238,t1,dtest,gpt-4,0.3806,0.1414,0.2392,0.7738,0.721,0.3877,0.0851,0.3593,False,False,False,False,easy
dtest_case_0238,dtest_case_0238_t2,step_t2_0238,t2,dtest,gpt-4,0.0806,0.3806,-0.3,0.9954,0.9276,-0.0507,0.4147,0.2827,False,True,False,False,easy
dtest_case_0239,dtest_case_0239_t0,step_t0_0239,t0,dtest,codellama,0.1124,0.0406,0.0718,0.9232,0.7214,0.0558,0.0016,0.0697,False,False,False,True,complex
dtest_case_0239,dtest_case_0239_t1,step_t1_0239,t1,dtest,codellama,0.2267,0.1124,0.1143,0.9945,0.7583,0.2576,0.141,0.1455,False,True,False,True,complex
dtest_case_0240,dtest_case_0240_t0,step_t0_0240,t0,dtest,codellama,0.1888,0.1067,0.0821,0.9971,0.3157,-0.0004,0.0225,0.0505,False,True,False,False,easy
dtest_case_0240,dtest_case_0240_t1,step_t1_0240,t1,dtest,codellama,0.8443,0.1888,0.6555,0.4732,0.0563,-0.2909,0.2354,0.2624,False,True,False,False,easy
dtest_case_0241,dtest_case_0241_t0,step_t0_0241,t0,dtest,claude-3,0.3132,0.2956,0.0176,0.9299,0.0993,0.2493,0.2081,0.2055,False,False,False,False,hard
dtest_case_0243,dtest_case_0243_t1,step_t1_0243,t1,dtest,gpt-4,0.406,0.2545,0.1515,0.8286,0.8945,0.1564,0.4348,0.1611,False,False,False,False,medium
dtest_case_0244,dtest_case_0244_t0,step_t0_0244,t0,dtest,codellama,0.4229,0.3117,0.1112,0.7478,0.6527,0.3274,0.0827,0.3417,False,True,False,False,easy
dtest_case_0244,dtest_case_0244_t1,step_t1_0244,t1,dtest,codellama,0.2126,0.4229,-0.2103,0.9661,0.8415,0.1883,0.2794,0.1485,False,False,False,False,easy
dtest_case_0245,dtest_case_0245_t0,step_t0_0245,t0,dtest,gpt-4,0.1511,0.0103,0.1408,0.9629,0.185,0.2647,0.2866,0.1351,False,False,False,True,easy
dtest_case_0245,dtest_case_0245_t2,step_t2_0245,t2,dtest,gpt-4,0.5114,0.1511,0.3603,0.1637,0.0337,0.161,0.2945,0.3007,False,True,False,True,easy
dtest_case_0246,dtest_case_0246_t1,step_t1_0246,t1,dtest,claude-3,0.2901,0.0634,0.2267,0.7818,0.6928,0.0327,0.2772,0.0798,False,True,False,False,medium
dtest_case_0246,dtest_case_0246_t2,step_t2_0246,t2,dtest,claude-3,0.1448,0.2901,-0.1453,0.982,0.7458,0.205,0.4623,0.3143,False,True,False,False,medium
dtest_case_0247,dtest_case_0247_t0,step_t0_0247,t0,dtest,claude-3,0.0526,0.0,0.0526,0.8959,0.2961,0.2802,0.2565,0.2816,False,False,False,False,easy
dtest_case_0247,dtest_case_0247_t2,step_t2_0247,t2,dtest,claude-3,0.6691,0.0526,0.6165,0.3687,0.2498,0.2372,0.3814,0.0182,False,True,False,False,easy
dtest_case_0248,dtest_case_0248_t0,step_t0_0248,t0,dtest,mistral,0.602,0.5015,0.1005,0.2607,0.3594,-0.4506,0.3132,0.1114,False,False,False,False,hard
dtest_case_0248,dtest_case_0248_t2,step_t2_0248,t2,dtest,mistral,0.9484,0.602,0.3464,0.4082,0.2198,0.0078,0.168,0.1863,False,False,False,False,hard
dtest_case_0249,dtest_case_0249_t1,step_t1_0249,t1,dtest,mistral,0.9117,0.0973,0.8144,0.4651,0.3282,-0.2557,0.0999,0.0222,False,True,False,False,easy
dtest_case_0249,dtest_case_0249_t2,step_t2_0249,t2,dtest,mistral,0.5949,0.9117,-0.3168,0.3004,0.0863,0.3175,0.4637,0.1464,False,True,False,False,easy
dtest_case_0250,dtest_case_0250_t1,step_t1_0250,t1,dtest,claude-3,0.8372,0.1578,0.6794,0.0894,0.1631,0.1093,0.1463,0.1329,False,True,False,False,hard
dtest_case_0250,dtest_case_0250_t2,step_t2_0250,t2,dtest,claude-3,0.5187,0.8372,-0.3185,0.3367,0.1874,0.2267,0.0962,0.1183,False,True,False,False,hard
dtest_case_0251,dtest_case_0251_t0,step_t0_0251,t0,dtest,codellama,0.2899,0.214,0.0759,0.7726,0.4152,0.0699,0.2278,0.2712,False,True,False,False,complex
dtest_case_0252,dtest_case_0252_t2,step_t2_0252,t2,dtest,gpt-4,0.6561,0.1589,0.4972,0.4075,0.338,-0.0289,0.1566,0.3398,False,True,False,False,complex
dtest_case_0253,dtest_case_0253_t1,step_t1_0253,t1,dtest,gemini-pro,0.9463,0.1853,0.761,0.4932,0.4256,-0.3189,0.0992,0.066,True,True,False,False,hard
dtest_case_0253,dtest_case_0253_t2,step_t2_0253,t2,dtest,gemini-pro,0.6228,0.9463,-0.3235,0.2036,0.0914,0.3566,0.0947,0.002,False,True,False,False,hard
dtest_case_0254,dtest_case_0254_t0,step_t0_0254,t0,dtest,mistral,0.4119,0.3148,0.0971,0.7456,0.6709,0.0471,0.0574,0.3766,False,False,False,False,medium
dtest_case_0254,dtest_case_0254_t2,step_t2_0254,t2,dtest,mistral,0.235,0.4119,-0.1769,0.9527,0.8903,0.2586,0.4281,0.1427,False,False,False,False,medium
dtest_case_0255,dtest_case_0255_t0,step_t0_0255,t0,dtest,gemini-pro,0.168,0.1232,0.0448,0.6875,0.776,0.2649,0.4701,0.2415,False,False,False,False,hard
dtest_case_0255,dtest_case_0255_t2,step_t2_0255,t2,dtest,gemini-pro,0.379,0.168,0.211,0.7107,0.5892,-0.0415,0.3411,0.38,False,True,False,False,hard
dtest_case_0256,dtest_case_0256_t0,step_t0_0256,t0,dtest,codellama,0.3436,0.2488,0.0948,0.8543,0.756,0.0776,0.0226,0.0872,False,True,False,False,hard
dtest_case_0256,dtest_case_0256_t2,step_t2_0256,t2,dtest,codellama,0.7616,0.3436,0.418,0.0976,0.0,-0.2907,0.3498,0.1643,False,False,False,False,hard
dtest_case_0257,dtest_case_0257_t1,step_t1_0257,t1,dtest,mistral,0.0831,0.1135,-0.0304,0.923,0.0895,-0.0622,0.1808,0.0369,False,True,False,True,medium
dtest_case_0258,dtest_case_0258_t1,step_t1_0258,t1,dtest,gemini-pro,0.1405,0.2739,-0.1334,0.9242,0.3299,0.2085,0.4317,0.0892,False,False,False,False,easy
dtest_case_0258,dtest_case_0258_t2,step_t2_0258,t2,dtest,gemini-pro,0.8553,0.1405,0.7148,0.3867,0.2464,-0.4015,0.2118,0.3174,True,False,False,False,easy
dtest_case_0259,dtest_case_0259_t0,step_t0_0259,t0,dtest,codellama,0.146,0.1244,0.0216,0.6905,0.6109,0.1618,0.1091,0.3958,False,True,False,False,complex
dtest_case_0260,dtest_case_0260_t2,step_t2_0260,t2,dtest,gpt-4,0.562,0.2222,0.3398,0.454,0.2677,-0.0618,0.4479,0.3176,False,True,False,False,medium
dtest_case_0261,dtest_case_0261_t0,step_t0_0261,t0,dtest,codellama,0.0707,0.0,0.0707,0.7046,0.9338,0.0792,0.4564,0.2263,False,True,False,False,medium
dtest_case_0261,dtest_case_0261_t2,step_t2_0261,t2,dtest,codellama,0.1058,0.0707,0.0351,0.8518,0.6613,0.2908,0.1379,0.0817,False,True,False,False,medium
dtest_case_0262,dtest_case_0262_t0,step_t0_0262,t0,dtest,mistral,0.3217,0.3102,0.0115,0.7973,0.8407,0.3686,0.1559,0.0999,False,True,False,False,medium
dtest_case_0262,dtest_case_0262_t1,step_t1_0262,t1,dtest,mistral,0.2977,0.3217,-0.024,0.7662,0.9712,0.3224,0.112,0.0957,False,True,False,False,medium
dtest_case_0263,dtest_case_0263_t2,step_t2_0263,t2,dtest,claude-3,0.8481,0.061,0.7871,0.362,0.1999,0.0157,0.3407,0.3761,False,True,False,False,medium
dtest_case_0264,dtest_case_0264_t2,step_t2_0264,t2,dtest,gpt-4,0.1779,0.1595,0.0184,0.9647,0.7241,0.1221,0.375,0.2127,False,True,False,False,complex
dtest_case_0265,dtest_case_0265_t1,step_t1_0265,t1,dtest,gemini-pro,0.6251,0.1042,0.5209,0.1796,0.2725,-0.4883,0.4536,0.0625,True,True,False,False,hard
dtest_case_0265,dtest_case_0265_t2,step_t2_0265,t2,dtest,gemini-pro,0.8196,0.6251,0.1945,0.0931,0.0137,0.3843,0.1312,0.1252,False,False,False,False,hard
dtest_case_0266,dtest_case_0266_t0,step_t0_0266,t0,dtest,mistral,0.0701,0.0004,0.0697,0.7829,0.7266,0.0428,0.0457,0.1259,False,True,False,False,hard
dtest_case_0266,dtest_case_0266_t2,step_t2_0266,t2,dtest,mistral,0.8514,0.0701,0.7813,0.2292,0.1182,-0.1426,0.329,0.0032,False,True,False,False,hard
dtest_case_0267,dtest_case_0267_t2,step_t2_0267,t2,dtest,claude-3,0.5484,0.242,0.3064,0.2752,0.1668,0.0248,0.2737,0.1098,False,False,False,False,easy
dtest_case_0268,dtest_case_0268_t1,step_t1_0268,t1,dtest,codellama,0.1361,0.2711,-0.135,0.8458,0.9314,0.2564,0.3483,0.1297,False,True,False,False,medium
dtest_case_0268,dtest_case_0268_t2,step_t2_0268,t2,dtest,codellama,0.1344,0.1361,-0.0017,0.95,0.7449,0.1203,0.0662,0.1529,False,True,False,False,medium
dtest_case_0269,dtest_case_0269_t1,step_t1_0269,t1,dtest,claude-3,0.2318,0.245,-0.0132,0.9992,0.1265,0.1298,0.2155,0.1218,False,True,False,False,medium
dtest_case_0270,dtest_case_0270_t1,step_t1_0270,t1,dtest,mistral,0.0763,0.2718,-0.1955,0.7969,0.2488,0.3585,0.3881,0.0522,False,True,False,False,easy
dtest_case_0271,dtest_case_0271_t1,step_t1_0271,t1,dtest,mistral,0.699,0.2493,0.4497,0.3759,0.3262,-0.3638,0.4025,0.021,True,True,False,False,medium
dtest_case_0271,dtest_case_0271_t2,step_t2_0271,t2,dtest,mistral,0.5346,0.699,-0.1644,0.1557,0.0,0.3741,0.1523,0.1058,False,True,False,False,medium
dtest_case_0272,dtest_case_0272_t1,step_t1_0272,t1,dtest,claude-3,0.625,0.059,0.566,0.4671,0.1355,0.11,0.0048,0.3432,False,True,False,False,hard
dtest_case_0272,dtest_case_0272_t2,step_t2_0272,t2,dtest,claude-3,0.926,0.625,0.301,0.4017,0.3233,0.0239,0.3489,0.1456,False,True,False,False,hard
dtest_case_0273,dtest_case_0273_t0,step_t0_0273,t0,dtest,codellama,0.5028,0.4935,0.0093,0.2909,0.2764,-0.1994,0.066,0.2053,True,True,False,False,easy
dtest_case_0274,dtest_case_0274_t0,step_t0_0274,t0,dtest,claude-3,0.2142,0.1897,0.0245,0.7276,0.727,0.0297,0.0438,0.036,False,True,False,False,hard
dtest_case_0274,dtest_case_0274_t2,step_t2_0274,t2,dtest,claude-3,0.0702,0.2142,-0.144,0.8693,0.7975,0.0399,0.166,0.2651,False,False,False,False,hard
dtest_case_0275,dtest_case_0275_t0,step_t0_0275,t0,dtest,mistral,0.3536,0.2445,0.1091,0.8195,0.8775,0.1764,0.1081,0.0834,False,True,False,True,medium
dtest_case_0275,dtest_case_0275_t2,step_t2_0275,t2,dtest,mistral,0.4143,0.3536,0.0607,0.8416,0.6581,0.0733,0.2039,0.0502,False,True,False,True,medium
dtest_case_0276,dtest_case_0276_t2,step_t2_0276,t2,dtest,mistral,0.8723,0.1962,0.6761,0.2019,0.0012,-0.4014,0.488,0.1379,True,True,False,False,easy
dtest_case_0277,dtest_case_0277_t0,step_t0_0277,t0,dtest,gemini-pro,0.0988,0.0821,0.0167,0.8768,0.95,0.2953,0.0706,0.2182,False,True,False,False,medium
dtest_case_0277,dtest_case_0277_t2,step_t2_0277,t2,dtest,gemini-pro,0.0681,0.0988,-0.0307,0.8797,0.7459,-0.059,0.0175,0.3959,False,True,False,False,medium
dtest_case_0278,dtest_case_0278_t0,step_t0_0278,t0,dtest,gemini-pro,0.7,0.6243,0.0757,0.1028,0.1176,-0.3593,0.3808,0.2028,False,False,False,False,complex
dtest_case_0278,dtest_case_0278_t1,step_t1_0278,t1,dtest,gemini-pro,0.8456,0.7,0.1456,0.2455,0.2286,0.2094,0.3327,0.2003,False,True,False,False,complex
dtest_case_0279,dtest_case_0279_t0,step_t0_0279,t0,dtest,gpt-4,0.0594,0.0,0.0594,0.7476,0.6517,-0.0502,0.3016,0.2094,False,True,False,False,complex
dtest_case_0280,dtest_case_0280_t0,step_t0_0280,t0,dtest,mistral,0.2384,0.1646,0.0738,0.7183,0.8608,0.2905,0.3957,0.241,False,True,False,False,complex
dtest_case_0280,dtest_case_0280_t2,step_t2_0280,t2,dtest,mistral,0.5275,0.2384,0.2891,0.1795,0.1562,-0.1145,0.0675,0.0607,False,False,False,False,complex
dtest_case_0281,dtest_case_0281_t1,step_t1_0281,t1,dtest,gemini-pro,0.8446,0.0514,0.7932,0.0506,0.2012,-0.4426,0.0092,0.1856,False,True,False,True,medium
dtest_case_0281,dtest_case_0281_t2,step_t2_0281,t2,dtest,gemini-pro,0.7975,0.8446,-0.0471,0.3435,0.2807,0.2252,0.1062,0.0488,False,True,False,True,medium
dtest_case_0282,dtest_case_0282_t0,step_t0_0282,t0,dtest,claude-3,0.0954,0.0,0.0954,0.7142,0.2877,0.1057,0.0632,0.0111,False,True,False,False,easy
dtest_case_0282,dtest_case_0282_t2,step_t2_0282,t2,dtest,claude-3,0.863,0.0954,0.7676,0.4289,0.3082,0.2887,0.3364,0.2897,False,True,False,False,easy
dtest_case_0283,dtest_case_0283_t1,step_t1_0283,t1,dtest,codellama,0.3034,0.2514,0.052,0.7893,0.9224,0.196,0.083,0.0099,False,True,False,False,hard
dtest_case_0283,dtest_case_0283_t2,step_t2_0283,t2,dtest,codellama,0.2687,0.3034,-0.0347,0.9439,0.912,0.3001,0.4315,0.0603,False,False,False,False,hard
dtest_case_0285,dtest_case_0285_t1,step_t1_0285,t1,dtest,codellama,0.9462,0.2317,0.7145,0.4031,0.4478,-0.2578,0.1539,0.335,False,True,False,False,complex
dtest_case_0285,dtest_case_0285_t2,step_t2_0285,t2,dtest,codellama,0.6141,0.9462,-0.3321,0.3904,0.37,0.3621,0.1629,0.0511,False,True,False,False,complex
dtest_case_0286,dtest_case_0286_t0,step_t0_0286,t0,dtest,gemini-pro,0.067,0.0,0.067,0.9659,0.3849,-0.0363,0.0631,0.3254,False,False,False,False,easy
dtest_case_0286,dtest_case_0286_t2,step_t2_0286,t2,dtest,gemini-pro,0.7073,0.067,0.6403,0.2745,0.1949,0.3471,0.3225,0.1153,False,True,False,False,easy
