case_id,checkpoint_id,step_position,trial_id,perturbation_id,verifier_pass,verifier_rule_triggered,verifier_error_code,gate_pass,unverifiable_flag
dtest_case_0181,chk_00053,t0,trial_01357,perturb_08,False,rule_hc2,ERR_TYPE,False,True
dtest_case_0336,chk_00451,t0,trial_01358,perturb_05,False,rule_hc1,ERR_TYPE,False,False
dtest_case_0008,chk_00184,t1,trial_01359,perturb_00,True,rule_consistency,,True,False
dtest_case_0090,chk_00812,t0,trial_01360,perturb_03,True,rule_hc3,,True,True
dtest_case_0261,chk_00073,t0,trial_01361,perturb_05,True,rule_hc3,,True,False
dtest_case_0361,chk_00707,t2,trial_01362,perturb_02,False,rule_consistency,ERR_CONSTRAINT,False,False
dtest_case_0216,chk_00863,t1,trial_01363,perturb_04,False,rule_hc2,ERR_SCHEMA,False,False
dtest_case_0199,chk_00761,t0,trial_01364,perturb_09,True,rule_hc1,,True,False
dtest_case_0012,chk_00566,t1,trial_01365,perturb_02,True,none,,True,False
dtest_case_0325,chk_00226,t0,trial_01366,perturb_08,False,rule_hc1,ERR_FORMAT,False,False
dtest_case_0246,chk_00555,t1,trial_01367,perturb_06,False,rule_hc1,ERR_SCHEMA,False,False
dtest_case_0156,chk_00443,t0,trial_01368,perturb_08,False,rule_hc1,ERR_SCHEMA,False,False
dtest_case_0139,chk_00871,t2,trial_01369,perturb_00,False,rule_hc3,ERR_TYPE,False,False
dtest_case_0355,chk_00448,t0,trial_01370,perturb_09,True,rule_hc1,,True,False
dtest_case_0095,chk_00020,t0,trial_01371,perturb_06,True,rule_hc1,,True,False
dtest_case_0162,chk_00635,t0,trial_01372,perturb_01,False,rule_hc3,ERR_SCHEMA,False,False
dtest_case_0250,chk_00231,t0,trial_01373,perturb_01,True,none,,True,False
dtest_case_0022,chk_00301,t1,trial_01374,perturb_07,False,rule_consistency,ERR_FORMAT,False,False
dtest_case_0312,chk_00589,t0,trial_01375,perturb_01,True,rule_hc2,,True,False
dtest_case_0234,chk_00857,t2,trial_01376,perturb_02,False,rule_hc1,ERR_TYPE,False,False
dtest_case_0260,chk_00016,t1,trial_01377,perturb_02,True,rule_hc2,,True,False
dtest_case_0074,chk_00112,t0,trial_01378,perturb_08,True,none,,True,False
dtest_case_0044,chk_00908,t1,trial_01379,perturb_02,True,rule_hc2,,True,False
dtest_case_0001,chk_00450,t1,trial_01380,perturb_03,False,rule_hc3,ERR_FORMAT,False,True
dtest_case_0039,chk_00942,t2,trial_01381,perturb_01,False,rule_hc2,ERR_TYPE,False,False
dtest_case_0042,chk_00677,t1,trial_01382,perturb_01,True,rule_hc3,,True,False
dtest_case_0358,chk_00574,t1,trial_01383,perturb_05,True,rule_consistency,,True,False
dtest_case_0321,chk_00020,t0,trial_01384,perturb_02,True,rule_hc1,,True,False
dtest_case_0024,chk_00074,t2,trial_01385,perturb_00,True,rule_hc1,,True,False
dtest_case_0126,chk_00855,t1,trial_01386,perturb_03,False,none,ERR_TYPE,False,True
dtest_case_0214,chk_00049,t2,trial_01387,perturb_03,False,rule_hc2,ERR_CONSTRAINT,False,False
dtest_case_0321,chk_00814,t2,trial_01388,perturb_05,False,rule_consistency,ERR_FORMAT,False,False
dtest_case_0172,chk_00194,t1,trial_01389,perturb_04,True,rule_hc1,,True,False
dtest_case_0269,chk_00670,t2,trial_01390,perturb_03,False,rule_hc3,ERR_CONSTRAINT,False,False
dtest_case_0230,chk_00265,t2,trial_01391,perturb_04,False,none,ERR_SCHEMA,False,False
dtest_case_0308,chk_00587,t0,trial_01392,perturb_04,True,none,,False,False
dtest_case_0260,chk_00127,t1,trial_01393,perturb_05,True,rule_hc3,,True,True
dtest_case_0041,chk_00697,t0,trial_01394,perturb_09,False,rule_hc1,ERR_FORMAT,False,False
dtest_case_0013,chk_00598,t2,trial_01395,perturb_08,False,rule_consistency,ERR_CONSTRAINT,False,False
dtest_case_0263,chk_00861,t2,trial_01396,perturb_09,True,rule_hc2,,True,False
dtest_case_0174,chk_00847,t2,trial_01397,perturb_07,False,rule_typecheck,ERR_TYPE,False,False
dtest_case_0060,chk_00886,t2,trial_01398,perturb_01,True,rule_typecheck,,True,False
dtest_case_0305,chk_00359,t0,trial_01399,perturb_07,False,rule_hc3,ERR_TYPE,False,False
dtest_case_0108,chk_00900,t2,trial_01400,perturb_04,True,none,,True,False
dtest_case_0274,chk_00529,t2,trial_01401,perturb_05,True,rule_hc3,,True,False
dtest_case_0193,chk_00501,t1,trial_01402,perturb_05,True,none,,True,False
dtest_case_0035,chk_00290,t2,trial_01403,perturb_04,True,rule_typecheck,,True,False
dtest_case_0079,chk_00611,t0,trial_01404,perturb_03,True,rule_typecheck,,False,True
dtest_case_0316,chk_00388,t2,trial_01405,perturb_08,False,none,ERR_TYPE,False,False
dtest_case_0121,chk_00162,t2,trial_01406,perturb_03,True,rule_consistency,,True,False
dtest_case_0353,chk_00962,t0,trial_01407,perturb_00,True,none,,True,False
dtest_case_0021,chk_00479,t0,trial_01408,perturb_04,True,rule_hc2,,True,False
dtest_case_0250,chk_00661,t1,trial_01409,perturb_00,True,none,,True,False
dtest_case_0203,chk_00838,t2,trial_01410,perturb_04,False,rule_consistency,ERR_SCHEMA,False,False
dtest_case_0108,chk_00812,t2,trial_01411,perturb_08,True,rule_consistency,,True,False
dtest_case_0211,chk_00998,t0,trial_01412,perturb_01,True,none,,True,False
dtest_case_0038,chk_00099,t0,trial_01413,perturb_07,True,rule_hc3,,True,False
dtest_case_0310,chk_00058,t0,trial_01414,perturb_06,True,rule_consistency,,True,False
dtest_case_0217,chk_00388,t2,trial_01415,perturb_07,False,rule_typecheck,ERR_SCHEMA,False,False
dtest_case_0017,chk_00791,t1,trial_01416,perturb_09,False,none,ERR_SCHEMA,False,False
dtest_case_0265,chk_00211,t2,trial_01417,perturb_08,True,none,,True,False
dtest_case_0161,chk_00504,t1,trial_01418,perturb_07,True,rule_consistency,,True,False
dtest_case_0172,chk_00218,t2,trial_01419,perturb_00,True,rule_hc2,,False,False
dtest_case_0019,chk_00050,t0,trial_01420,perturb_06,True,rule_hc3,,True,False
dtest_case_0001,chk_00680,t2,trial_01421,perturb_03,False,rule_hc2,ERR_CONSTRAINT,False,False
dtest_case_0151,chk_00396,t2,trial_01422,perturb_05,False,rule_hc1,ERR_TYPE,False,False
dtest_case_0191,chk_00772,t1,trial_01423,perturb_01,True,rule_hc2,,True,False
dtest_case_0124,chk_00174,t1,trial_01424,perturb_06,True,none,,True,False
dtest_case_0076,chk_00266,t1,trial_01425,perturb_06,True,none,,True,False
dtest_case_0147,chk_00501,t0,trial_01426,perturb_00,True,rule_hc1,,True,False
dtest_case_0092,chk_00232,t1,trial_01427,perturb_00,False,rule_consistency,ERR_CONSTRAINT,False,True
dtest_case_0196,chk_00934,t2,trial_01428,perturb_02,True,rule_typecheck,,True,False
dtest_case_0115,chk_00814,t0,trial_01429,perturb_03,True,rule_hc2,,True,False
dtest_case_0329,chk_00337,t0,trial_01430,perturb_08,False,rule_consistency,ERR_FORMAT,False,False
dtest_case_0036,chk_00865,t0,trial_01431,perturb_05,True,rule_typecheck,,True,False
dtest_case_0168,chk_00530,t0,trial_01432,perturb_06,True,none,,True,False
dtest_case_0132,chk_00883,t2,trial_01433,perturb_01,True,none,,True,False
dtest_case_0057,chk_00286,t1,trial_01434,perturb_00,True,rule_hc3,,True,False
dtest_case_0190,chk_00663,t0,trial_01435,perturb_06,True,rule_hc2,,False,True
dtest_case_0072,chk_00229,t1,trial_01436,perturb_04,False,rule_consistency,ERR_CONSTRAINT,False,False
dtest_case_0350,chk_00383,t1,trial_01437,perturb_04,True,rule_hc3,,True,False
dtest_case_0246,chk_00400,t0,trial_01438,perturb_07,False,rule_hc2,ERR_CONSTRAINT,False,False
dtest_case_0042,chk_00904,t0,trial_01439,perturb_08,True,rule_hc1,,True,False
dtest_case_0029,chk_00405,t1,trial_01440,perturb_08,True,rule_hc2,,True,True
dtest_case_0145,chk_00318,t1,trial_01441,perturb_07,True,rule_hc3,,True,False
dtest_case_0224,chk_00011,t0,trial_01442,perturb_01,False,none,ERR_FORMAT,False,False
dtest_case_0032,chk_00096,t0,trial_01443,perturb_03,True,none,,True,False
dtest_case_0277,chk_00600,t2,trial_01444,perturb_02,True,rule_hc2,,True,False
dtest_case_0278,chk_00948,t0,trial_01445,perturb_02,True,rule_typecheck,,True,False
dtest_case_0211,chk_00649,t0,trial_01446,perturb_03,False,none,ERR_FORMAT,False,False
dtest_case_0026,chk_00254,t2,trial_01447,perturb_07,False,none,ERR_SCHEMA,False,False
dtest_case_0219,chk_00219,t1,trial_01448,perturb_01,True,none,,False,False
dtest_case_0251,chk_00267,t1,trial_01449,perturb_08,False,rule_hc3,ERR_FORMAT,False,False
dtest_case_0115,chk_00488,t2,trial_01450,perturb_02,True,rule_hc1,,True,False
dtest_case_0307,chk_00113,t1,trial_01451,perturb_03,True,rule_hc2,,True,False
dtest_case_0130,chk_00364,t1,trial_01452,perturb_01,True,rule_consistency,,True,False
dtest_case_0358,chk_00132,t2,trial_01453,perturb_02,True,rule_typecheck,,True,False
dtest_case_0018,chk_00017,t2,trial_01454,perturb_03,True,rule_consistency,,True,False
dtest_case_0038,chk_00433,t1,trial_01455,perturb_04,True,rule_hc1,,True,False
dtest_case_0327,chk_00562,t2,trial_01456,perturb_04,True,rule_consistency,,True,False
dtest_case_0144,chk_00334,t2,trial_01457,perturb_07,False,none,ERR_FORMAT,False,False
dtest_case_0336,chk_00004,t1,trial_01458,perturb_08,True,none,,True,True
dtest_case_0029,chk_00548,t2,trial_01459,perturb_03,True,rule_typecheck,,True,False
dtest_case_0316,chk_00730,t1,trial_01460,perturb_04,True,rule_typecheck,,True,False
dtest_case_0030,chk_00481,t1,trial_01461,perturb_08,True,rule_typecheck,,True,False
dtest_case_0236,chk_00141,t1,trial_01462,perturb_04,True,none,,True,False
dtest_case_0074,chk_00734,t2,trial_01463,perturb_04,True,none,,True,False
dtest_case_0179,chk_00381,t0,trial_01464,perturb_00,True,rule_hc2,,False,False
dtest_case_0025,chk_00349,t2,trial_01465,perturb_02,True,rule_typecheck,,True,False
dtest_case_0228,chk_00576,t1,trial_01466,perturb_03,False,rule_consistency,ERR_SCHEMA,False,False
dtest_case_0344,chk_00305,t2,trial_01467,perturb_04,False,rule_typecheck,ERR_SCHEMA,False,False
dtest_case_0111,chk_00741,t1,trial_01468,perturb_06,True,none,,True,False
dtest_case_0157,chk_00154,t2,trial_01469,perturb_05,True,rule_hc1,,False,False
dtest_case_0295,chk_00277,t2,trial_01470,perturb_07,False,rule_typecheck,ERR_SCHEMA,False,False
dtest_case_0183,chk_00782,t0,trial_01471,perturb_01,True,rule_hc2,,True,False
dtest_case_0335,chk_00769,t1,trial_01472,perturb_04,True,rule_hc3,,True,False
dtest_case_0319,chk_00867,t0,trial_01473,perturb_06,True,rule_hc1,,True,False
dtest_case_0044,chk_00454,t1,trial_01474,perturb_06,False,rule_hc1,ERR_TYPE,False,True
dtest_case_0291,chk_00119,t0,trial_01475,perturb_00,True,rule_hc3,,True,False
dtest_case_0253,chk_00092,t2,trial_01476,perturb_03,True,rule_typecheck,,False,False
dtest_case_0165,chk_00867,t1,trial_01477,perturb_02,False,none,ERR_TYPE,False,False
dtest_case_0310,chk_00172,t2,trial_01478,perturb_09,True,rule_typecheck,,True,False
dtest_case_0216,chk_00218,t2,trial_01479,perturb_08,True,none,,True,True
dtest_case_0036,chk_00073,t2,trial_01480,perturb_04,True,rule_hc3,,True,False
dtest_case_0317,chk_00016,t1,trial_01481,perturb_01,True,none,,True,True
dtest_case_0081,chk_00447,t0,trial_01482,perturb_07,False,rule_hc1,ERR_TYPE,False,False
dtest_case_0178,chk_00070,t2,trial_01483,perturb_02,True,rule_hc2,,False,False
dtest_case_0028,chk_00585,t2,trial_01484,perturb_08,True,rule_hc2,,True,False
dtest_case_0219,chk_00952,t0,trial_01485,perturb_09,True,rule_consistency,,True,True
dtest_case_0320,chk_00678,t0,trial_01486,perturb_03,True,rule_hc2,,True,False
dtest_case_0209,chk_00776,t0,trial_01487,perturb_04,True,none,,True,False
dtest_case_0146,chk_00186,t0,trial_01488,perturb_00,True,none,,True,False
dtest_case_0260,chk_00413,t1,trial_01489,perturb_05,True,rule_consistency,,True,False
dtest_case_0083,chk_00914,t1,trial_01490,perturb_01,True,rule_consistency,,True,False
dtest_case_0368,chk_00670,t0,trial_01491,perturb_09,True,none,,False,False
dtest_case_0223,chk_00355,t1,trial_01492,perturb_03,True,rule_consistency,,False,False
dtest_case_0309,chk_00964,t2,trial_01493,perturb_05,False,rule_typecheck,ERR_SCHEMA,False,True
dtest_case_0126,chk_00016,t0,trial_01494,perturb_04,True,rule_hc2,,True,False
dtest_case_0045,chk_00805,t1,trial_01495,perturb_05,True,rule_hc1,,True,True
dtest_case_0109,chk_00760,t0,trial_01496,perturb_08,False,rule_hc1,ERR_TYPE,False,False
dtest_case_0190,chk_00883,t0,trial_01497,perturb_03,True,rule_consistency,,True,False
dtest_case_0030,chk_00100,t0,trial_01498,perturb_09,True,rule_consistency,,False,False
dtest_case_0252,chk_00593,t1,trial_01499,perturb_03,True,rule_hc2,,True,False
dtest_case_0043,chk_00696,t0,trial_01500,perturb_01,True,rule_hc1,,True,False
dtest_case_0096,chk_00545,t1,trial_01501,perturb_09,True,rule_hc3,,True,False
dtest_case_0231,chk_00063,t1,trial_01502,perturb_02,True,rule_typecheck,,True,True
dtest_case_0176,chk_00541,t1,trial_01503,perturb_06,True,rule_hc3,,True,False
dtest_case_0165,chk_00887,t1,trial_01504,perturb_06,True,rule_hc3,,True,False
dtest_case_0199,chk_00762,t2,trial_01505,perturb_04,True,none,,True,False
dtest_case_0107,chk_00364,t1,trial_01506,perturb_04,True,rule_typecheck,,True,False
dtest_case_0229,chk_00209,t1,trial_01507,perturb_06,False,rule_consistency,ERR_TYPE,False,True
dtest_case_0093,chk_00692,t1,trial_01508,perturb_02,True,rule_hc2,,True,False
dtest_case_0279,chk_00027,t0,trial_01509,perturb_03,False,rule_typecheck,ERR_FORMAT,False,False
dtest_case_0233,chk_00934,t0,trial_01510,perturb_08,True,rule_hc2,,True,True
dtest_case_0182,chk_00330,t1,trial_01511,perturb_04,True,rule_hc2,,True,True
dtest_case_0027,chk_00676,t1,trial_01512,perturb_08,False,rule_hc3,ERR_SCHEMA,False,False
dtest_case_0062,chk_00148,t1,trial_01513,perturb_04,True,rule_hc2,,True,True
dtest_case_0038,chk_00599,t1,trial_01514,perturb_06,False,rule_hc3,ERR_CONSTRAINT,False,False
dtest_case_0326,chk_00480,t2,trial_01515,perturb_05,True,rule_hc2,,True,False
dtest_case_0149,chk_00591,t1,trial_01516,perturb_06,True,rule_typecheck,,True,True
dtest_case_0039,chk_00053,t0,trial_01517,perturb_01,True,rule_hc3,,True,True
dtest_case_0240,chk_00843,t1,trial_01518,perturb_01,True,rule_hc1,,False,False
dtest_case_0176,chk_00912,t2,trial_01519,perturb_08,False,none,ERR_SCHEMA,False,False
dtest_case_0142,chk_00682,t2,trial_01520,perturb_03,True,rule_hc1,,True,False
dtest_case_0269,chk_00203,t2,trial_01521,perturb_08,False,rule_hc2,ERR_TYPE,False,False
dtest_case_0256,chk_00098,t2,trial_01522,perturb_02,True,rule_typecheck,,True,False
dtest_case_0324,chk_00491,t1,trial_01523,perturb_09,True,rule_consistency,,True,False
dtest_case_0152,chk_00891,t0,trial_01524,perturb_09,True,rule_hc2,,True,False
dtest_case_0057,chk_00709,t1,trial_01525,perturb_04,False,rule_hc3,ERR_SCHEMA,False,True
dtest_case_0355,chk_00328,t1,trial_01526,perturb_07,False,rule_hc2,ERR_CONSTRAINT,False,False
dtest_case_0073,chk_00444,t1,trial_01527,perturb_05,True,rule_typecheck,,True,False
dtest_case_0107,chk_00502,t1,trial_01528,perturb_02,True,rule_typecheck,,False,False
dtest_case_0270,chk_00260,t2,trial_01529,perturb_01,True,rule_hc3,,True,False
dtest_case_0241,chk_00699,t0,trial_01530,perturb_05,True,rule_consistency,,True,False
dtest_case_0182,chk_00983,t1,trial_01531,perturb_06,False,rule_hc2,ERR_CONSTRAINT,False,True
dtest_case_0106,chk_00729,t1,trial_01532,perturb_06,False,rule_hc1,ERR_SCHEMA,False,False
dtest_case_0128,chk_00940,t2,trial_01533,perturb_02,False,rule_typecheck,ERR_FORMAT,False,False
dtest_case_0230,chk_00571,t0,trial_01534,perturb_02,True,rule_typecheck,,False,True
dtest_case_0228,chk_00799,t1,trial_01535,perturb_04,True,rule_hc1,,True,True
dtest_case_0352,chk_00667,t0,trial_01536,perturb_07,True,rule_typecheck,,True,False
dtest_case_0308,chk_00334,t2,trial_01537,perturb_06,True,none,,True,True
dtest_case_0090,chk_00499,t1,trial_01538,perturb_07,True,rule_consistency,,True,False
dtest_case_0002,chk_00570,t1,trial_01539,perturb_03,True,rule_typecheck,,True,False
dtest_case_0291,chk_00674,t0,trial_01540,perturb_08,True,rule_typecheck,,True,False
dtest_case_0255,chk_00141,t0,trial_01541,perturb_02,False,rule_consistency,ERR_CONSTRAINT,False,False
dtest_case_0256,chk_00693,t2,trial_01542,perturb_06,False,rule_hc1,ERR_FORMAT,False,False
dtest_case_0099,chk_00001,t2,trial_01543,perturb_07,True,rule_hc1,,True,False
dtest_case_0252,chk_00454,t1,trial_01544,perturb_02,False,none,ERR_TYPE,False,False
dtest_case_0331,chk_00756,t0,trial_01545,perturb_01,True,rule_hc1,,True,False
dtest_case_0156,chk_00277,t2,trial_01546,perturb_08,True,rule_consistency,,True,True
dtest_case_0061,chk_00001,t0,trial_01547,perturb_08,True,rule_hc1,,True,False
dtest_case_0170,chk_00842,t2,trial_01548,perturb_09,True,none,,True,False
dtest_case_0326,chk_00609,t0,trial_01549,perturb_02,True,rule_consistency,,True,False
dtest_case_0150,chk_00017,t1,trial_01550,perturb_09,True,rule_hc2,,True,False
dtest_case_0221,chk_00372,t0,trial_01551,perturb_08,True,rule_hc3,,True,False
dtest_case_0087,chk_00658,t2,trial_01552,perturb_07,True,none,,False,False
dtest_case_0199,chk_00669,t0,trial_01553,perturb_01,True,rule_hc3,,True,False
dtest_case_0343,chk_00696,t0,trial_01554,perturb_03,False,rule_consistency,ERR_TYPE,False,False
dtest_case_0037,chk_00808,t1,trial_01555,perturb_09,True,rule_consistency,,True,False
dtest_case_0037,chk_00321,t0,trial_01556,perturb_01,True,rule_hc3,,True,False
dtest_case_0077,chk_00201,t2,trial_01557,perturb_03,False,rule_typecheck,ERR_CONSTRAINT,False,False
dtest_case_0163,chk_00245,t0,trial_01558,perturb_07,True,rule_hc2,,True,False
dtest_case_0219,chk_00266,t0,trial_01559,perturb_03,True,rule_hc1,,True,False
dtest_case_0076,chk_00898,t1,trial_01560,perturb_03,True,rule_typecheck,,True,False
dtest_case_0061,chk_00278,t2,trial_01561,perturb_05,True,rule_consistency,,True,False
dtest_case_0117,chk_00854,t0,trial_01562,perturb_08,True,rule_hc2,,True,True
dtest_case_0116,chk_00110,t2,trial_01563,perturb_07,True,rule_hc1,,True,False
dtest_case_0314,chk_00083,t0,trial_01564,perturb_08,False,none,ERR_FORMAT,False,True
dtest_case_0143,chk_00944,t0,trial_01565,perturb_08,True,none,,True,False
dtest_case_0362,chk_00157,t1,trial_01566,perturb_01,True,none,,True,False
dtest_case_0330,chk_00258,t1,trial_01567,perturb_05,True,rule_hc1,,True,False
dtest_case_0363,chk_00624,t0,trial_01568,perturb_08,True,rule_typecheck,,True,True
dtest_case_0016,chk_00498,t2,trial_01569,perturb_01,True,rule_typecheck,,True,False
dtest_case_0301,chk_00350,t2,trial_01570,perturb_03,True,none,,True,False
dtest_case_0115,chk_00723,t2,trial_01571,perturb_06,True,rule_hc1,,True,False
dtest_case_0336,chk_00690,t1,trial_01572,perturb_06,True,none,,False,True
dtest_case_0353,chk_00599,t0,trial_01573,perturb_00,False,rule_consistency,ERR_CONSTRAINT,False,False
dtest_case_0328,chk_00758,t2,trial_01574,perturb_01,False,rule_hc2,ERR_SCHEMA,False,False
dtest_case_0144,chk_00631,t1,trial_01575,perturb_06,True,none,,True,True
dtest_case_0313,chk_00101,t0,trial_01576,perturb_08,True,rule_hc2,,True,True
dtest_case_0285,chk_00193,t2,trial_01577,perturb_09,True,rule_typecheck,,True,False
dtest_case_0266,chk_00208,t2,trial_01578,perturb_01,False,rule_typecheck,ERR_CONSTRAINT,False,False
dtest_case_0166,chk_00698,t2,trial_01579,perturb_09,True,rule_hc3,,False,False
dtest_case_0299,chk_00881,t1,trial_01580,perturb_04,False,rule_hc3,ERR_CONSTRAINT,False,False
dtest_case_0076,chk_00704,t0,trial_01581,perturb_00,False,none,ERR_CONSTRAINT,False,False
dtest_case_0252,chk_00646,t0,trial_01582,perturb_07,True,rule_hc3,,True,False
dtest_case_0041,chk_00332,t0,trial_01583,perturb_03,True,none,,True,False
dtest_case_0289,chk_00151,t0,trial_01584,perturb_03,False,rule_hc1,ERR_TYPE,False,False
dtest_case_0113,chk_00002,t1,trial_01585,perturb_05,False,rule_hc1,ERR_FORMAT,False,False
dtest_case_0284,chk_00298,t1,trial_01586,perturb_09,True,none,,True,False
dtest_case_0354,chk_00215,t2,trial_01587,perturb_04,False,rule_consistency,ERR_TYPE,False,False
dtest_case_0366,chk_00329,t0,trial_01588,perturb_01,True,none,,False,False
dtest_case_0132,chk_00110,t0,trial_01589,perturb_06,False,rule_consistency,ERR_CONSTRAINT,False,False
dtest_case_0077,chk_00497,t2,trial_01590,perturb_08,False,rule_hc2,ERR_CONSTRAINT,False,False
dtest_case_0366,chk_00615,t1,trial_01591,perturb_07,False,rule_typecheck,ERR_TYPE,False,False
dtest_case_0169,chk_00598,t0,trial_01592,perturb_03,True,rule_typecheck,,True,False
dtest_case_0302,chk_00896,t2,trial_01593,perturb_00,False,rule_consistency,ERR_TYPE,False,False
dtest_case_0255,chk_00913,t0,trial_01594,perturb_04,True,rule_hc2,,True,False
dtest_case_0171,chk_00085,t2,trial_01595,perturb_06,True,none,,False,False
dtest_case_0199,chk_00418,t1,trial_01596,perturb_02,True,rule_hc2,,True,False
dtest_case_0319,chk_00865,t1,trial_01597,perturb_00,True,rule_typecheck,,True,False
dtest_case_0209,chk_00698,t0,trial_01598,perturb_07,True,none,,True,False
dtest_case_0019,chk_00076,t2,trial_01599,perturb_07,True,rule_hc3,,True,False
dtest_case_0230,chk_00247,t0,trial_01600,perturb_09,False,rule_hc1,ERR_SCHEMA,False,False
dtest_case_0189,chk_00073,t1,trial_01601,perturb_07,True,rule_consistency,,True,False
dtest_case_0230,chk_00865,t2,trial_01602,perturb_03,True,rule_hc3,,True,False
dtest_case_0327,chk_00447,t1,trial_01603,perturb_03,True,rule_hc2,,True,False
dtest_case_0110,chk_00757,t2,trial_01604,perturb_06,False,rule_hc1,ERR_CONSTRAINT,False,False
dtest_case_0238,chk_00922,t1,trial_01605,perturb_09,True,none,,False,False
dtest_case_0149,chk_00631,t0,trial_01606,perturb_03,True,rule_consistency,,True,False
dtest_case_0172,chk_00670,t2,trial_01607,perturb_03,True,rule_hc2,,True,True
dtest_case_0301,chk_00821,t1,trial_01608,perturb_01,False,rule_hc1,ERR_SCHEMA,False,False
dtest_case_0171,chk_00051,t2,trial_01609,perturb_09,False,rule_hc1,ERR_FORMAT,False,False
dtest_case_0228,chk_00378,t1,trial_01610,perturb_05,False,rule_hc2,ERR_SCHEMA,False,False
dtest_case_0216,chk_00554,t2,trial_01611,perturb_02,False,rule_consistency,ERR_FORMAT,False,False
dtest_case_0168,chk_00051,t1,trial_01612,perturb_06,False,rule_hc3,ERR_CONSTRAINT,False,True
dtest_case_0288,chk_00792,t2,trial_01613,perturb_01,False,rule_hc1,ERR_FORMAT,False,False
dtest_case_0190,chk_00169,t1,trial_01614,perturb_06,True,rule_hc2,,True,False
dtest_case_0212,chk_00304,t0,trial_01615,perturb_03,True,rule_typecheck,,True,False
dtest_case_0248,chk_00024,t1,trial_01616,perturb_05,True,rule_typecheck,,True,False
dtest_case_0045,chk_00027,t0,trial_01617,perturb_07,False,rule_hc2,ERR_CONSTRAINT,False,False
dtest_case_0177,chk_00673,t1,trial_01618,perturb_08,True,rule_hc1,,False,False
dtest_case_0340,chk_00687,t1,trial_01619,perturb_08,True,rule_hc2,,True,False
dtest_case_0209,chk_00091,t2,trial_01620,perturb_07,True,rule_hc3,,True,False
dtest_case_0314,chk_00801,t1,trial_01621,perturb_07,True,none,,True,False
dtest_case_0219,chk_00183,t1,trial_01622,perturb_05,True,rule_hc2,,True,False
dtest_case_0307,chk_00010,t2,trial_01623,perturb_02,False,rule_consistency,ERR_SCHEMA,False,True
dtest_case_0226,chk_00809,t2,trial_01624,perturb_00,False,rule_consistency,ERR_SCHEMA,False,False
dtest_case_0273,chk_00225,t1,trial_01625,perturb_05,False,rule_hc3,ERR_SCHEMA,False,False
dtest_case_0182,chk_00916,t2,trial_01626,perturb_06,True,rule_consistency,,True,False
dtest_case_0357,chk_00754,t2,trial_01627,perturb_04,True,rule_hc3,,True,True
dtest_case_0066,chk_00187,t0,trial_01628,perturb_08,True,rule_typecheck,,True,False
dtest_case_0179,chk_00299,t0,trial_01629,perturb_09,True,rule_hc2,,True,True
dtest_case_0307,chk_00318,t2,trial_01630,perturb_03,True,rule_hc2,,False,False
dtest_case_0358,chk_00214,t1,trial_01631,perturb_03,False,rule_typecheck,ERR_SCHEMA,False,False
dtest_case_0110,chk_00066,t1,trial_01632,perturb_09,True,rule_hc2,,True,False
dtest_case_0022,chk_00033,t0,trial_01633,perturb_06,True,rule_hc2,,True,True
dtest_case_0306,chk_00911,t2,trial_01634,perturb_04,True,rule_hc3,,True,False
dtest_case_0214,chk_00611,t0,trial_01635,perturb_04,True,rule_consistency,,True,False
dtest_case_0324,chk_00904,t2,trial_01636,perturb_00,True,rule_consistency,,True,False
dtest_case_0182,chk_00310,t2,trial_01637,perturb_08,False,rule_hc2,ERR_SCHEMA,False,False
dtest_case_0194,chk_00767,t0,trial_01638,perturb_01,True,rule_hc2,,True,False
dtest_case_0153,chk_00342,t0,trial_01639,perturb_06,False,none,ERR_TYPE,False,False
dtest_case_0275,chk_00331,t0,trial_01640,perturb_01,False,rule_hc1,ERR_SCHEMA,False,False
dtest_case_0042,chk_00144,t0,trial_01641,perturb_01,True,none,,True,False
dtest_case_0155,chk_00553,t2,trial_01642,perturb_01,True,rule_typecheck,,True,True
dtest_case_0287,chk_00816,t0,trial_01643,perturb_00,True,rule_typecheck,,True,False
dtest_case_0235,chk_00428,t2,trial_01644,perturb_06,True,none,,True,False
dtest_case_0167,chk_00728,t1,trial_01645,perturb_08,False,rule_consistency,ERR_FORMAT,False,False
dtest_case_0156,chk_00521,t1,trial_01646,perturb_06,True,rule_hc3,,True,False
dtest_case_0305,chk_00467,t1,trial_01647,perturb_00,True,none,,True,False
dtest_case_0065,chk_00187,t2,trial_01648,perturb_02,True,rule_typecheck,,False,False
dtest_case_0108,chk_00878,t1,trial_01649,perturb_05,True,rule_consistency,,True,False
dtest_case_0192,chk_00119,t2,trial_01650,perturb_03,False,rule_consistency,ERR_CONSTRAINT,False,False
dtest_case_0301,chk_00888,t1,trial_01651,perturb_05,False,rule_hc2,ERR_FORMAT,False,False
dtest_case_0071,chk_00675,t2,trial_01652,perturb_04,True,rule_hc3,,True,False
dtest_case_0068,chk_00071,t1,trial_01653,perturb_07,True,rule_hc1,,True,False
dtest_case_0147,chk_00425,t2,trial_01654,perturb_04,False,rule_consistency,ERR_TYPE,False,True
dtest_case_0035,chk_00291,t0,trial_01655,perturb_07,True,rule_consistency,,True,False
dtest_case_0135,chk_00730,t2,trial_01656,perturb_00,True,none,,True,False
dtest_case_0059,chk_00005,t0,trial_01657,perturb_03,True,rule_hc1,,True,False
