case_id,model_name,predicted_onset,predicted_pattern,score_or_rank,included_terms
dtest_case_0157,step_FE_only,none,local_verification_collapse,0.392,step_FE
dtest_case_0157,lag_only,t0,burst_associated_degradation,0.358,lag
dtest_case_0157,A_only,t0,dependency_mediated_propagation,0.342,A
dtest_case_0157,I_nec_only,none,boundary_case,0.295,I_nec
dtest_case_0157,A_plus_I_nec,none,dependency_mediated_propagation,0.403,A+I_nec
dtest_case_0157,step_FE_plus_lag,none,dependency_mediated_propagation,0.374,step_FE+lag
dtest_case_0158,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0158,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0158,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0158,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0158,endpoint_heuristic_uniform_random_seeded,not_identifiable,boundary_case,0.345,random
dtest_case_0158,simple_step_level,none,dependency_mediated_propagation,0.42,step_FE
dtest_case_0158,descriptive_error_label,t0,unverifiable_or_excluded,0.252,error_label
dtest_case_0158,step_FE_only,t2,burst_associated_degradation,0.533,step_FE
dtest_case_0158,lag_only,none,boundary_case,0.431,lag
dtest_case_0158,A_only,t0,unverifiable_or_excluded,0.321,A
dtest_case_0158,I_nec_only,none,unverifiable_or_excluded,0.44,I_nec
dtest_case_0158,A_plus_I_nec,t1,unverifiable_or_excluded,0.571,A+I_nec
dtest_case_0158,step_FE_plus_lag,t0,unverifiable_or_excluded,0.437,step_FE+lag
dtest_case_0159,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0159,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0159,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0159,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0159,endpoint_heuristic_uniform_random_seeded,t2,local_verification_collapse,0.432,random
dtest_case_0159,simple_step_level,t0,boundary_case,0.556,step_FE
dtest_case_0159,descriptive_error_label,t2,boundary_case,0.456,error_label
dtest_case_0159,step_FE_only,none,boundary_case,0.374,step_FE
dtest_case_0159,lag_only,t1,boundary_case,0.424,lag
dtest_case_0159,A_only,none,boundary_case,0.589,A
dtest_case_0159,I_nec_only,t0,burst_associated_degradation,0.325,I_nec
dtest_case_0159,A_plus_I_nec,t1,burst_associated_degradation,0.434,A+I_nec
dtest_case_0159,step_FE_plus_lag,t1,local_verification_collapse,0.459,step_FE+lag
dtest_case_0160,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0160,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0160,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0160,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0160,endpoint_heuristic_uniform_random_seeded,t1,local_verification_collapse,0.309,random
dtest_case_0160,simple_step_level,t2,burst_associated_degradation,0.504,step_FE
dtest_case_0160,descriptive_error_label,t2,boundary_case,0.412,error_label
dtest_case_0160,step_FE_only,t0,local_verification_collapse,0.468,step_FE
dtest_case_0160,lag_only,t0,burst_associated_degradation,0.463,lag
dtest_case_0160,A_only,t1,unverifiable_or_excluded,0.401,A
dtest_case_0160,I_nec_only,t2,boundary_case,0.414,I_nec
dtest_case_0160,A_plus_I_nec,none,burst_associated_degradation,0.431,A+I_nec
dtest_case_0160,step_FE_plus_lag,t2,local_verification_collapse,0.381,step_FE+lag
dtest_case_0161,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0161,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0161,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0161,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0161,endpoint_heuristic_uniform_random_seeded,not_identifiable,dependency_mediated_propagation,0.361,random
dtest_case_0161,simple_step_level,t0,unverifiable_or_excluded,0.334,step_FE
dtest_case_0161,descriptive_error_label,t0,local_verification_collapse,0.431,error_label
dtest_case_0161,step_FE_only,none,boundary_case,0.462,step_FE
dtest_case_0161,lag_only,t0,boundary_case,0.251,lag
dtest_case_0161,A_only,t0,local_verification_collapse,0.583,A
dtest_case_0161,I_nec_only,none,local_verification_collapse,0.353,I_nec
dtest_case_0161,A_plus_I_nec,t1,unverifiable_or_excluded,0.646,A+I_nec
dtest_case_0161,step_FE_plus_lag,t1,unverifiable_or_excluded,0.445,step_FE+lag
dtest_case_0162,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0162,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0162,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0162,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0162,endpoint_heuristic_uniform_random_seeded,t0,boundary_case,0.273,random
dtest_case_0162,simple_step_level,t0,unverifiable_or_excluded,0.488,step_FE
dtest_case_0162,descriptive_error_label,t2,dependency_mediated_propagation,0.478,error_label
dtest_case_0162,step_FE_only,t2,burst_associated_degradation,0.335,step_FE
dtest_case_0162,lag_only,t1,unverifiable_or_excluded,0.281,lag
dtest_case_0162,A_only,t2,boundary_case,0.57,A
dtest_case_0162,I_nec_only,t1,local_verification_collapse,0.24,I_nec
dtest_case_0162,A_plus_I_nec,t2,burst_associated_degradation,0.544,A+I_nec
dtest_case_0162,step_FE_plus_lag,t0,burst_associated_degradation,0.456,step_FE+lag
dtest_case_0163,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0163,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0163,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0163,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0163,endpoint_heuristic_uniform_random_seeded,t0,burst_associated_degradation,0.276,random
dtest_case_0163,simple_step_level,t0,dependency_mediated_propagation,0.398,step_FE
dtest_case_0163,descriptive_error_label,t1,burst_associated_degradation,0.301,error_label
dtest_case_0163,step_FE_only,none,burst_associated_degradation,0.547,step_FE
dtest_case_0163,lag_only,none,local_verification_collapse,0.377,lag
dtest_case_0163,A_only,t2,boundary_case,0.539,A
dtest_case_0163,I_nec_only,t0,dependency_mediated_propagation,0.24,I_nec
dtest_case_0163,A_plus_I_nec,t1,local_verification_collapse,0.455,A+I_nec
dtest_case_0163,step_FE_plus_lag,none,local_verification_collapse,0.425,step_FE+lag
dtest_case_0164,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0164,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0164,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0164,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0164,endpoint_heuristic_uniform_random_seeded,not_identifiable,dependency_mediated_propagation,0.449,random
dtest_case_0164,simple_step_level,t0,local_verification_collapse,0.471,step_FE
dtest_case_0164,descriptive_error_label,t0,unverifiable_or_excluded,0.335,error_label
dtest_case_0164,step_FE_only,t0,boundary_case,0.523,step_FE
dtest_case_0164,lag_only,t2,boundary_case,0.375,lag
dtest_case_0164,A_only,none,burst_associated_degradation,0.432,A
dtest_case_0164,I_nec_only,t0,burst_associated_degradation,0.217,I_nec
dtest_case_0164,A_plus_I_nec,t2,burst_associated_degradation,0.446,A+I_nec
dtest_case_0164,step_FE_plus_lag,t1,unverifiable_or_excluded,0.544,step_FE+lag
dtest_case_0165,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0165,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0165,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0165,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0165,endpoint_heuristic_uniform_random_seeded,not_identifiable,local_verification_collapse,0.448,random
dtest_case_0165,simple_step_level,t2,unverifiable_or_excluded,0.48,step_FE
dtest_case_0165,descriptive_error_label,t0,local_verification_collapse,0.39,error_label
dtest_case_0165,step_FE_only,t2,burst_associated_degradation,0.449,step_FE
dtest_case_0165,lag_only,none,local_verification_collapse,0.403,lag
dtest_case_0165,A_only,t1,boundary_case,0.533,A
dtest_case_0165,I_nec_only,t2,boundary_case,0.242,I_nec
dtest_case_0165,A_plus_I_nec,none,local_verification_collapse,0.585,A+I_nec
dtest_case_0165,step_FE_plus_lag,none,unverifiable_or_excluded,0.583,step_FE+lag
dtest_case_0166,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0166,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0166,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0166,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0166,endpoint_heuristic_uniform_random_seeded,t1,burst_associated_degradation,0.315,random
dtest_case_0166,simple_step_level,t0,unverifiable_or_excluded,0.371,step_FE
dtest_case_0166,descriptive_error_label,t2,boundary_case,0.398,error_label
dtest_case_0166,step_FE_only,t0,dependency_mediated_propagation,0.449,step_FE
dtest_case_0166,lag_only,t0,burst_associated_degradation,0.498,lag
dtest_case_0166,A_only,none,local_verification_collapse,0.359,A
dtest_case_0166,I_nec_only,none,burst_associated_degradation,0.334,I_nec
dtest_case_0166,A_plus_I_nec,t1,unverifiable_or_excluded,0.581,A+I_nec
dtest_case_0166,step_FE_plus_lag,t0,burst_associated_degradation,0.538,step_FE+lag
dtest_case_0167,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0167,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0167,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0167,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0167,endpoint_heuristic_uniform_random_seeded,t2,burst_associated_degradation,0.487,random
dtest_case_0167,simple_step_level,t0,boundary_case,0.453,step_FE
dtest_case_0167,descriptive_error_label,t0,unverifiable_or_excluded,0.504,error_label
dtest_case_0167,step_FE_only,t1,unverifiable_or_excluded,0.531,step_FE
dtest_case_0167,lag_only,t0,dependency_mediated_propagation,0.273,lag
dtest_case_0167,A_only,none,unverifiable_or_excluded,0.534,A
dtest_case_0167,I_nec_only,t2,burst_associated_degradation,0.21,I_nec
dtest_case_0167,A_plus_I_nec,t2,burst_associated_degradation,0.615,A+I_nec
dtest_case_0167,step_FE_plus_lag,t2,boundary_case,0.595,step_FE+lag
dtest_case_0168,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0168,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0168,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0168,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0168,endpoint_heuristic_uniform_random_seeded,t1,dependency_mediated_propagation,0.405,random
dtest_case_0168,simple_step_level,t0,unverifiable_or_excluded,0.536,step_FE
dtest_case_0168,descriptive_error_label,t0,unverifiable_or_excluded,0.37,error_label
dtest_case_0168,step_FE_only,t0,dependency_mediated_propagation,0.363,step_FE
dtest_case_0168,lag_only,t1,boundary_case,0.405,lag
dtest_case_0168,A_only,t0,dependency_mediated_propagation,0.433,A
dtest_case_0168,I_nec_only,t2,unverifiable_or_excluded,0.281,I_nec
dtest_case_0168,A_plus_I_nec,t0,dependency_mediated_propagation,0.498,A+I_nec
dtest_case_0168,step_FE_plus_lag,t0,local_verification_collapse,0.541,step_FE+lag
dtest_case_0169,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0169,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0169,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0169,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0169,endpoint_heuristic_uniform_random_seeded,t2,unverifiable_or_excluded,0.295,random
dtest_case_0169,simple_step_level,t1,unverifiable_or_excluded,0.594,step_FE
dtest_case_0169,descriptive_error_label,t1,burst_associated_degradation,0.419,error_label
dtest_case_0169,step_FE_only,t0,dependency_mediated_propagation,0.44,step_FE
dtest_case_0169,lag_only,t2,boundary_case,0.394,lag
dtest_case_0169,A_only,t0,local_verification_collapse,0.357,A
dtest_case_0169,I_nec_only,t2,local_verification_collapse,0.232,I_nec
dtest_case_0169,A_plus_I_nec,t1,dependency_mediated_propagation,0.625,A+I_nec
dtest_case_0169,step_FE_plus_lag,none,local_verification_collapse,0.474,step_FE+lag
dtest_case_0170,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0170,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0170,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0170,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0170,endpoint_heuristic_uniform_random_seeded,not_identifiable,dependency_mediated_propagation,0.431,random
dtest_case_0170,simple_step_level,t1,boundary_case,0.509,step_FE
dtest_case_0170,descriptive_error_label,t1,dependency_mediated_propagation,0.481,error_label
dtest_case_0170,step_FE_only,none,boundary_case,0.305,step_FE
dtest_case_0170,lag_only,t0,unverifiable_or_excluded,0.47,lag
dtest_case_0170,A_only,t0,local_verification_collapse,0.427,A
dtest_case_0170,I_nec_only,t2,unverifiable_or_excluded,0.227,I_nec
dtest_case_0170,A_plus_I_nec,t2,dependency_mediated_propagation,0.371,A+I_nec
dtest_case_0170,step_FE_plus_lag,none,unverifiable_or_excluded,0.513,step_FE+lag
dtest_case_0171,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0171,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0171,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0171,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0171,endpoint_heuristic_uniform_random_seeded,not_identifiable,boundary_case,0.455,random
dtest_case_0171,simple_step_level,t0,boundary_case,0.404,step_FE
dtest_case_0171,descriptive_error_label,t0,unverifiable_or_excluded,0.3,error_label
dtest_case_0171,step_FE_only,t2,local_verification_collapse,0.375,step_FE
dtest_case_0171,lag_only,t0,boundary_case,0.313,lag
dtest_case_0171,A_only,t2,dependency_mediated_propagation,0.478,A
dtest_case_0171,I_nec_only,none,unverifiable_or_excluded,0.344,I_nec
dtest_case_0171,A_plus_I_nec,t0,local_verification_collapse,0.395,A+I_nec
dtest_case_0171,step_FE_plus_lag,t1,burst_associated_degradation,0.562,step_FE+lag
dtest_case_0172,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0172,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0172,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0172,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0172,endpoint_heuristic_uniform_random_seeded,not_identifiable,burst_associated_degradation,0.254,random
dtest_case_0172,simple_step_level,t2,burst_associated_degradation,0.578,step_FE
dtest_case_0172,descriptive_error_label,t2,dependency_mediated_propagation,0.263,error_label
dtest_case_0172,step_FE_only,t2,unverifiable_or_excluded,0.539,step_FE
dtest_case_0172,lag_only,t2,local_verification_collapse,0.345,lag
dtest_case_0172,A_only,none,unverifiable_or_excluded,0.493,A
dtest_case_0172,I_nec_only,t2,dependency_mediated_propagation,0.406,I_nec
dtest_case_0172,A_plus_I_nec,t2,dependency_mediated_propagation,0.419,A+I_nec
dtest_case_0172,step_FE_plus_lag,t2,unverifiable_or_excluded,0.588,step_FE+lag
dtest_case_0173,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0173,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0173,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0173,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0173,endpoint_heuristic_uniform_random_seeded,t0,dependency_mediated_propagation,0.443,random
dtest_case_0173,simple_step_level,t1,local_verification_collapse,0.386,step_FE
dtest_case_0173,descriptive_error_label,t1,unverifiable_or_excluded,0.25,error_label
dtest_case_0173,step_FE_only,t2,burst_associated_degradation,0.401,step_FE
dtest_case_0173,lag_only,t1,boundary_case,0.426,lag
dtest_case_0173,A_only,t2,burst_associated_degradation,0.353,A
dtest_case_0173,I_nec_only,t2,dependency_mediated_propagation,0.356,I_nec
dtest_case_0173,A_plus_I_nec,none,dependency_mediated_propagation,0.409,A+I_nec
dtest_case_0173,step_FE_plus_lag,t2,boundary_case,0.406,step_FE+lag
dtest_case_0174,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0174,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0174,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0174,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0174,endpoint_heuristic_uniform_random_seeded,t2,unverifiable_or_excluded,0.332,random
dtest_case_0174,simple_step_level,t1,unverifiable_or_excluded,0.585,step_FE
dtest_case_0174,descriptive_error_label,t0,boundary_case,0.464,error_label
dtest_case_0174,step_FE_only,t1,boundary_case,0.33,step_FE
dtest_case_0174,lag_only,t1,local_verification_collapse,0.497,lag
dtest_case_0174,A_only,none,burst_associated_degradation,0.517,A
dtest_case_0174,I_nec_only,none,boundary_case,0.215,I_nec
dtest_case_0174,A_plus_I_nec,t0,boundary_case,0.633,A+I_nec
dtest_case_0174,step_FE_plus_lag,t0,local_verification_collapse,0.398,step_FE+lag
dtest_case_0175,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0175,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0175,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0175,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0175,endpoint_heuristic_uniform_random_seeded,t0,local_verification_collapse,0.447,random
dtest_case_0175,simple_step_level,none,dependency_mediated_propagation,0.385,step_FE
dtest_case_0175,descriptive_error_label,t1,unverifiable_or_excluded,0.361,error_label
dtest_case_0175,step_FE_only,none,boundary_case,0.43,step_FE
dtest_case_0175,lag_only,none,burst_associated_degradation,0.459,lag
dtest_case_0175,A_only,t1,boundary_case,0.53,A
dtest_case_0175,I_nec_only,t1,burst_associated_degradation,0.21,I_nec
dtest_case_0175,A_plus_I_nec,t2,dependency_mediated_propagation,0.455,A+I_nec
dtest_case_0175,step_FE_plus_lag,t0,boundary_case,0.546,step_FE+lag
dtest_case_0176,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0176,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0176,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0176,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0176,endpoint_heuristic_uniform_random_seeded,t2,local_verification_collapse,0.373,random
dtest_case_0176,simple_step_level,t2,dependency_mediated_propagation,0.534,step_FE
dtest_case_0176,descriptive_error_label,t0,burst_associated_degradation,0.265,error_label
dtest_case_0176,step_FE_only,none,burst_associated_degradation,0.411,step_FE
dtest_case_0176,lag_only,none,burst_associated_degradation,0.325,lag
dtest_case_0176,A_only,t1,unverifiable_or_excluded,0.57,A
dtest_case_0176,I_nec_only,t2,burst_associated_degradation,0.367,I_nec
dtest_case_0176,A_plus_I_nec,none,dependency_mediated_propagation,0.424,A+I_nec
dtest_case_0176,step_FE_plus_lag,t1,local_verification_collapse,0.377,step_FE+lag
dtest_case_0177,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0177,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0177,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0177,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0177,endpoint_heuristic_uniform_random_seeded,t2,burst_associated_degradation,0.286,random
dtest_case_0177,simple_step_level,none,boundary_case,0.451,step_FE
dtest_case_0177,descriptive_error_label,t1,boundary_case,0.528,error_label
dtest_case_0177,step_FE_only,none,dependency_mediated_propagation,0.505,step_FE
dtest_case_0177,lag_only,t2,unverifiable_or_excluded,0.475,lag
dtest_case_0177,A_only,none,unverifiable_or_excluded,0.308,A
dtest_case_0177,I_nec_only,t2,dependency_mediated_propagation,0.229,I_nec
dtest_case_0177,A_plus_I_nec,t0,boundary_case,0.457,A+I_nec
dtest_case_0177,step_FE_plus_lag,t1,dependency_mediated_propagation,0.551,step_FE+lag
dtest_case_0178,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0178,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0178,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0178,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0178,endpoint_heuristic_uniform_random_seeded,t2,burst_associated_degradation,0.392,random
dtest_case_0178,simple_step_level,t0,unverifiable_or_excluded,0.518,step_FE
dtest_case_0178,descriptive_error_label,t2,boundary_case,0.401,error_label
dtest_case_0178,step_FE_only,none,burst_associated_degradation,0.519,step_FE
dtest_case_0178,lag_only,none,unverifiable_or_excluded,0.394,lag
dtest_case_0178,A_only,t0,burst_associated_degradation,0.377,A
dtest_case_0178,I_nec_only,t0,dependency_mediated_propagation,0.336,I_nec
dtest_case_0178,A_plus_I_nec,t1,local_verification_collapse,0.639,A+I_nec
dtest_case_0178,step_FE_plus_lag,t0,unverifiable_or_excluded,0.419,step_FE+lag
dtest_case_0179,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0179,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0179,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0179,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0179,endpoint_heuristic_uniform_random_seeded,t0,local_verification_collapse,0.227,random
dtest_case_0179,simple_step_level,none,dependency_mediated_propagation,0.57,step_FE
dtest_case_0179,descriptive_error_label,t0,unverifiable_or_excluded,0.492,error_label
dtest_case_0179,step_FE_only,t2,boundary_case,0.482,step_FE
dtest_case_0179,lag_only,none,burst_associated_degradation,0.495,lag
dtest_case_0179,A_only,t1,boundary_case,0.309,A
dtest_case_0179,I_nec_only,t0,boundary_case,0.333,I_nec
dtest_case_0179,A_plus_I_nec,none,local_verification_collapse,0.619,A+I_nec
dtest_case_0179,step_FE_plus_lag,t1,burst_associated_degradation,0.554,step_FE+lag
dtest_case_0180,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0180,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0180,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0180,endpoint_heuristic_majority_onset_train,t1,majority_class,0.4,forced_majority
dtest_case_0180,endpoint_heuristic_uniform_random_seeded,t1,boundary_case,0.419,random
dtest_case_0180,simple_step_level,t2,dependency_mediated_propagation,0.381,step_FE
dtest_case_0180,descriptive_error_label,t2,burst_associated_degradation,0.35,error_label
dtest_case_0180,step_FE_only,t1,dependency_mediated_propagation,0.331,step_FE
dtest_case_0180,lag_only,t2,unverifiable_or_excluded,0.456,lag
dtest_case_0180,A_only,none,boundary_case,0.499,A
dtest_case_0180,I_nec_only,t2,burst_associated_degradation,0.288,I_nec
dtest_case_0180,A_plus_I_nec,none,local_verification_collapse,0.531,A+I_nec
dtest_case_0180,step_FE_plus_lag,t1,local_verification_collapse,0.475,step_FE+lag
dtest_case_0181,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0181,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0181,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0181,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0181,endpoint_heuristic_uniform_random_seeded,t2,unverifiable_or_excluded,0.4,random
dtest_case_0181,simple_step_level,t2,local_verification_collapse,0.567,step_FE
dtest_case_0181,descriptive_error_label,t1,unverifiable_or_excluded,0.476,error_label
dtest_case_0181,step_FE_only,t0,unverifiable_or_excluded,0.487,step_FE
dtest_case_0181,lag_only,t2,unverifiable_or_excluded,0.304,lag
dtest_case_0181,A_only,t2,unverifiable_or_excluded,0.528,A
dtest_case_0181,I_nec_only,none,boundary_case,0.325,I_nec
dtest_case_0181,A_plus_I_nec,none,unverifiable_or_excluded,0.5,A+I_nec
dtest_case_0181,step_FE_plus_lag,t0,unverifiable_or_excluded,0.537,step_FE+lag
dtest_case_0182,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0182,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0182,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0182,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0182,endpoint_heuristic_uniform_random_seeded,not_identifiable,local_verification_collapse,0.219,random
dtest_case_0182,simple_step_level,none,unverifiable_or_excluded,0.474,step_FE
dtest_case_0182,descriptive_error_label,t2,local_verification_collapse,0.436,error_label
dtest_case_0182,step_FE_only,none,boundary_case,0.525,step_FE
dtest_case_0182,lag_only,none,local_verification_collapse,0.396,lag
dtest_case_0182,A_only,t2,unverifiable_or_excluded,0.347,A
dtest_case_0182,I_nec_only,t2,unverifiable_or_excluded,0.44,I_nec
dtest_case_0182,A_plus_I_nec,t2,dependency_mediated_propagation,0.537,A+I_nec
dtest_case_0182,step_FE_plus_lag,t0,local_verification_collapse,0.457,step_FE+lag
dtest_case_0183,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0183,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0183,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
dtest_case_0183,endpoint_heuristic_majority_onset_train,t0,majority_class,0.4,forced_majority
dtest_case_0183,endpoint_heuristic_uniform_random_seeded,not_identifiable,burst_associated_degradation,0.408,random
dtest_case_0183,simple_step_level,t0,burst_associated_degradation,0.473,step_FE
dtest_case_0183,descriptive_error_label,t2,local_verification_collapse,0.525,error_label
dtest_case_0183,step_FE_only,t0,burst_associated_degradation,0.418,step_FE
dtest_case_0183,lag_only,none,local_verification_collapse,0.343,lag
dtest_case_0183,A_only,t2,unverifiable_or_excluded,0.34,A
dtest_case_0183,I_nec_only,none,unverifiable_or_excluded,0.325,I_nec
dtest_case_0183,A_plus_I_nec,t0,unverifiable_or_excluded,0.414,A+I_nec
dtest_case_0183,step_FE_plus_lag,none,unverifiable_or_excluded,0.506,step_FE+lag
dtest_case_0184,endpoint_only,not_identifiable,not_identifiable,0.0,none
dtest_case_0184,endpoint_heuristic_all_t0,t0,uniform_assumption,0.33,forced_t0
dtest_case_0184,endpoint_heuristic_all_final,t2,uniform_assumption,0.33,forced_t2
