case_id,checkpoint_id,step_position,checkpoint_text_or_structured_state,pre_verification_status,atomic_verification_pass,A_t,H_t,verifier_rule_triggered,verifier_error_code,unverifiable_flag
dtest_case_0153,dtest_case_0153_t1,t1,state_t1_for_dtest_case_0153,fail,False,0.195,0.807,I_nec_trigger,V005,False
dtest_case_0153,dtest_case_0153_t2,t2,state_t2_for_dtest_case_0153,fail,False,0.145,0.577,A_threshold,V002,False
dtest_case_0154,dtest_case_0154_t0,t0,state_t0_for_dtest_case_0154,pass,True,0.684,0.129,,,False
dtest_case_0154,dtest_case_0154_t1,t1,state_t1_for_dtest_case_0154,fail,False,0.377,0.977,H_divergence,V003,False
dtest_case_0154,dtest_case_0154_t2,t2,state_t2_for_dtest_case_0154,fail,False,0.452,0.72,A_threshold,V001,False
dtest_case_0155,dtest_case_0155_t0,t0,state_t0_for_dtest_case_0155,fail,False,0.12,0.931,A_threshold,V003,False
dtest_case_0155,dtest_case_0155_t1,t1,state_t1_for_dtest_case_0155,pass,True,0.743,0.305,,,False
dtest_case_0155,dtest_case_0155_t2,t2,state_t2_for_dtest_case_0155,pass,True,0.761,0.014,,,False
dtest_case_0156,dtest_case_0156_t0,t0,state_t0_for_dtest_case_0156,pass,True,0.645,0.231,,,False
dtest_case_0156,dtest_case_0156_t1,t1,state_t1_for_dtest_case_0156,pass,True,0.622,0.223,,,False
dtest_case_0156,dtest_case_0156_t2,t2,state_t2_for_dtest_case_0156,fail,False,0.252,0.731,burst_detector,,False
dtest_case_0157,dtest_case_0157_t0,t0,state_t0_for_dtest_case_0157,pass,True,0.843,0.37,,,False
dtest_case_0157,dtest_case_0157_t1,t1,state_t1_for_dtest_case_0157,fail,False,0.369,0.937,I_nec_trigger,V005,False
dtest_case_0157,dtest_case_0157_t2,t2,state_t2_for_dtest_case_0157,pass,True,0.949,0.113,,,False
dtest_case_0158,dtest_case_0158_t0,t0,state_t0_for_dtest_case_0158,pass,True,0.734,0.224,,,False
dtest_case_0158,dtest_case_0158_t1,t1,state_t1_for_dtest_case_0158,pass,True,0.786,0.266,,,False
dtest_case_0158,dtest_case_0158_t2,t2,state_t2_for_dtest_case_0158,pass,True,0.887,0.364,,,False
dtest_case_0159,dtest_case_0159_t0,t0,state_t0_for_dtest_case_0159,fail,False,0.285,0.522,H_divergence,V003,False
dtest_case_0159,dtest_case_0159_t1,t1,state_t1_for_dtest_case_0159,fail,False,0.095,0.993,H_divergence,V004,False
dtest_case_0159,dtest_case_0159_t2,t2,state_t2_for_dtest_case_0159,fail,False,0.042,0.512,gate_check,V002,False
dtest_case_0160,dtest_case_0160_t0,t0,state_t0_for_dtest_case_0160,fail,False,0.04,0.696,gate_check,V004,False
dtest_case_0160,dtest_case_0160_t1,t1,state_t1_for_dtest_case_0160,fail,False,0.221,0.899,I_nec_trigger,,False
dtest_case_0160,dtest_case_0160_t2,t2,state_t2_for_dtest_case_0160,fail,False,0.132,0.944,H_divergence,V003,False
dtest_case_0161,dtest_case_0161_t0,t0,state_t0_for_dtest_case_0161,fail,False,0.494,0.572,burst_detector,V001,False
dtest_case_0161,dtest_case_0161_t1,t1,state_t1_for_dtest_case_0161,pass,True,0.871,0.246,,,False
dtest_case_0161,dtest_case_0161_t2,t2,state_t2_for_dtest_case_0161,fail,False,0.485,0.658,gate_check,V001,False
dtest_case_0162,dtest_case_0162_t0,t0,state_t0_for_dtest_case_0162,fail,False,0.353,0.614,pattern_matcher,,False
dtest_case_0162,dtest_case_0162_t1,t1,state_t1_for_dtest_case_0162,fail,False,0.48,0.7,H_divergence,,False
dtest_case_0162,dtest_case_0162_t2,t2,state_t2_for_dtest_case_0162,fail,False,0.362,0.799,A_threshold,V003,False
dtest_case_0163,dtest_case_0163_t0,t0,state_t0_for_dtest_case_0163,fail,False,0.297,0.785,H_divergence,V005,False
dtest_case_0163,dtest_case_0163_t1,t1,state_t1_for_dtest_case_0163,fail,False,0.146,0.935,A_threshold,V002,False
dtest_case_0163,dtest_case_0163_t2,t2,state_t2_for_dtest_case_0163,fail,False,0.182,0.653,H_divergence,V001,False
dtest_case_0164,dtest_case_0164_t0,t0,state_t0_for_dtest_case_0164,pass,True,0.603,0.129,,,False
dtest_case_0164,dtest_case_0164_t1,t1,state_t1_for_dtest_case_0164,fail,False,0.09,0.775,H_divergence,V003,False
dtest_case_0164,dtest_case_0164_t2,t2,state_t2_for_dtest_case_0164,pass,True,0.61,0.345,,,False
dtest_case_0165,dtest_case_0165_t0,t0,state_t0_for_dtest_case_0165,pass,True,0.968,0.116,,,False
dtest_case_0165,dtest_case_0165_t1,t1,state_t1_for_dtest_case_0165,fail,False,0.363,0.813,I_nec_trigger,V004,False
dtest_case_0165,dtest_case_0165_t2,t2,state_t2_for_dtest_case_0165,fail,False,0.491,0.616,pattern_matcher,V005,False
dtest_case_0166,dtest_case_0166_t0,t0,state_t0_for_dtest_case_0166,unverifiable,False,0.404,0.633,I_nec_trigger,,True
dtest_case_0166,dtest_case_0166_t1,t1,state_t1_for_dtest_case_0166,unverifiable,False,0.225,0.977,pattern_matcher,V003,True
dtest_case_0166,dtest_case_0166_t2,t2,state_t2_for_dtest_case_0166,unverifiable,False,0.145,0.5,H_divergence,V003,True
dtest_case_0167,dtest_case_0167_t0,t0,state_t0_for_dtest_case_0167,fail,False,0.455,0.561,pattern_matcher,V003,False
dtest_case_0167,dtest_case_0167_t1,t1,state_t1_for_dtest_case_0167,pass,True,0.992,0.321,,,False
dtest_case_0167,dtest_case_0167_t2,t2,state_t2_for_dtest_case_0167,pass,True,0.811,0.353,,,False
dtest_case_0168,dtest_case_0168_t0,t0,state_t0_for_dtest_case_0168,fail,False,0.484,0.917,gate_check,V003,False
dtest_case_0168,dtest_case_0168_t1,t1,state_t1_for_dtest_case_0168,pass,True,0.744,0.331,,,False
dtest_case_0168,dtest_case_0168_t2,t2,state_t2_for_dtest_case_0168,fail,False,0.329,0.883,burst_detector,V003,False
dtest_case_0169,dtest_case_0169_t0,t0,state_t0_for_dtest_case_0169,pass,True,0.814,0.039,,,False
dtest_case_0169,dtest_case_0169_t1,t1,state_t1_for_dtest_case_0169,pass,True,0.994,0.238,,,False
dtest_case_0169,dtest_case_0169_t2,t2,state_t2_for_dtest_case_0169,fail,False,0.36,0.95,A_threshold,,False
dtest_case_0170,dtest_case_0170_t0,t0,state_t0_for_dtest_case_0170,pass,True,0.767,0.083,,,False
dtest_case_0170,dtest_case_0170_t1,t1,state_t1_for_dtest_case_0170,fail,False,0.424,0.639,H_divergence,V005,False
dtest_case_0170,dtest_case_0170_t2,t2,state_t2_for_dtest_case_0170,pass,True,0.799,0.239,,,False
dtest_case_0171,dtest_case_0171_t0,t0,state_t0_for_dtest_case_0171,pass,True,0.884,0.233,,,False
dtest_case_0171,dtest_case_0171_t1,t1,state_t1_for_dtest_case_0171,pass,True,0.945,0.025,,,False
dtest_case_0171,dtest_case_0171_t2,t2,state_t2_for_dtest_case_0171,pass,True,0.889,0.057,,,False
dtest_case_0172,dtest_case_0172_t0,t0,state_t0_for_dtest_case_0172,fail,False,0.428,0.57,H_divergence,V005,False
dtest_case_0172,dtest_case_0172_t1,t1,state_t1_for_dtest_case_0172,pass,True,0.835,0.032,,,False
dtest_case_0172,dtest_case_0172_t2,t2,state_t2_for_dtest_case_0172,pass,True,0.971,0.002,,,False
dtest_case_0173,dtest_case_0173_t0,t0,state_t0_for_dtest_case_0173,pass,True,0.817,0.266,,,False
dtest_case_0173,dtest_case_0173_t1,t1,state_t1_for_dtest_case_0173,pass,True,0.802,0.031,,,False
dtest_case_0173,dtest_case_0173_t2,t2,state_t2_for_dtest_case_0173,pass,True,0.85,0.239,,,False
dtest_case_0174,dtest_case_0174_t0,t0,state_t0_for_dtest_case_0174,fail,False,0.243,0.652,gate_check,,False
dtest_case_0174,dtest_case_0174_t1,t1,state_t1_for_dtest_case_0174,fail,False,0.327,0.678,pattern_matcher,V002,False
dtest_case_0174,dtest_case_0174_t2,t2,state_t2_for_dtest_case_0174,fail,False,0.107,0.98,A_threshold,V001,False
dtest_case_0175,dtest_case_0175_t0,t0,state_t0_for_dtest_case_0175,pass,True,0.69,0.175,,,False
dtest_case_0175,dtest_case_0175_t1,t1,state_t1_for_dtest_case_0175,pass,True,0.951,0.277,,,False
dtest_case_0175,dtest_case_0175_t2,t2,state_t2_for_dtest_case_0175,pass,True,0.955,0.145,,,False
dtest_case_0176,dtest_case_0176_t0,t0,state_t0_for_dtest_case_0176,pass,True,0.981,0.05,,,False
dtest_case_0176,dtest_case_0176_t1,t1,state_t1_for_dtest_case_0176,fail,False,0.361,0.887,pattern_matcher,V002,False
dtest_case_0176,dtest_case_0176_t2,t2,state_t2_for_dtest_case_0176,unverifiable,False,0.222,0.681,gate_check,V004,True
dtest_case_0177,dtest_case_0177_t0,t0,state_t0_for_dtest_case_0177,pass,True,0.797,0.087,,,False
dtest_case_0177,dtest_case_0177_t1,t1,state_t1_for_dtest_case_0177,pass,True,0.798,0.095,,,False
dtest_case_0177,dtest_case_0177_t2,t2,state_t2_for_dtest_case_0177,pass,True,0.831,0.191,,,False
dtest_case_0178,dtest_case_0178_t0,t0,state_t0_for_dtest_case_0178,fail,False,0.494,0.6,A_threshold,V001,False
dtest_case_0178,dtest_case_0178_t1,t1,state_t1_for_dtest_case_0178,fail,False,0.144,0.679,I_nec_trigger,V004,False
dtest_case_0178,dtest_case_0178_t2,t2,state_t2_for_dtest_case_0178,fail,False,0.294,0.64,burst_detector,V002,False
dtest_case_0179,dtest_case_0179_t0,t0,state_t0_for_dtest_case_0179,pass,True,0.833,0.377,,,False
dtest_case_0179,dtest_case_0179_t1,t1,state_t1_for_dtest_case_0179,pass,True,0.843,0.212,,,False
dtest_case_0179,dtest_case_0179_t2,t2,state_t2_for_dtest_case_0179,pass,True,0.665,0.007,,,False
dtest_case_0180,dtest_case_0180_t0,t0,state_t0_for_dtest_case_0180,pass,True,0.823,0.011,,,False
dtest_case_0180,dtest_case_0180_t1,t1,state_t1_for_dtest_case_0180,pass,True,0.616,0.275,,,False
dtest_case_0180,dtest_case_0180_t2,t2,state_t2_for_dtest_case_0180,fail,False,0.446,0.815,A_threshold,,False
dtest_case_0181,dtest_case_0181_t0,t0,state_t0_for_dtest_case_0181,fail,False,0.184,0.792,pattern_matcher,V002,False
dtest_case_0181,dtest_case_0181_t1,t1,state_t1_for_dtest_case_0181,pass,True,0.976,0.397,,,False
dtest_case_0181,dtest_case_0181_t2,t2,state_t2_for_dtest_case_0181,pass,True,0.626,0.384,,,False
dtest_case_0182,dtest_case_0182_t0,t0,state_t0_for_dtest_case_0182,pass,True,0.61,0.279,,,False
dtest_case_0182,dtest_case_0182_t1,t1,state_t1_for_dtest_case_0182,pass,True,0.847,0.237,,,False
dtest_case_0182,dtest_case_0182_t2,t2,state_t2_for_dtest_case_0182,pass,True,0.85,0.33,,,False
dtest_case_0183,dtest_case_0183_t0,t0,state_t0_for_dtest_case_0183,pass,True,0.784,0.257,,,False
dtest_case_0183,dtest_case_0183_t1,t1,state_t1_for_dtest_case_0183,fail,False,0.319,0.579,I_nec_trigger,V003,False
dtest_case_0183,dtest_case_0183_t2,t2,state_t2_for_dtest_case_0183,fail,False,0.323,0.549,burst_detector,V005,False
dtest_case_0184,dtest_case_0184_t0,t0,state_t0_for_dtest_case_0184,fail,False,0.05,0.547,burst_detector,V003,False
dtest_case_0184,dtest_case_0184_t1,t1,state_t1_for_dtest_case_0184,fail,False,0.043,0.817,A_threshold,V002,False
dtest_case_0184,dtest_case_0184_t2,t2,state_t2_for_dtest_case_0184,fail,False,0.398,0.792,gate_check,V002,False
dtest_case_0185,dtest_case_0185_t0,t0,state_t0_for_dtest_case_0185,pass,True,0.774,0.159,,,False
dtest_case_0185,dtest_case_0185_t1,t1,state_t1_for_dtest_case_0185,pass,True,0.711,0.008,,,False
dtest_case_0185,dtest_case_0185_t2,t2,state_t2_for_dtest_case_0185,fail,False,0.058,0.593,pattern_matcher,V004,False
dtest_case_0186,dtest_case_0186_t0,t0,state_t0_for_dtest_case_0186,fail,False,0.267,0.51,burst_detector,V003,False
dtest_case_0186,dtest_case_0186_t1,t1,state_t1_for_dtest_case_0186,fail,False,0.105,0.689,gate_check,V001,False
dtest_case_0186,dtest_case_0186_t2,t2,state_t2_for_dtest_case_0186,pass,True,0.835,0.254,,,False
dtest_case_0187,dtest_case_0187_t0,t0,state_t0_for_dtest_case_0187,fail,False,0.107,0.784,H_divergence,V005,False
dtest_case_0187,dtest_case_0187_t1,t1,state_t1_for_dtest_case_0187,pass,True,0.762,0.355,,,False
dtest_case_0187,dtest_case_0187_t2,t2,state_t2_for_dtest_case_0187,fail,False,0.212,0.892,pattern_matcher,,False
dtest_case_0188,dtest_case_0188_t0,t0,state_t0_for_dtest_case_0188,pass,True,0.655,0.277,,,False
dtest_case_0188,dtest_case_0188_t1,t1,state_t1_for_dtest_case_0188,pass,True,0.938,0.247,,,False
dtest_case_0188,dtest_case_0188_t2,t2,state_t2_for_dtest_case_0188,pass,True,0.653,0.3,,,False
dtest_case_0189,dtest_case_0189_t0,t0,state_t0_for_dtest_case_0189,pass,True,0.607,0.295,,,False
dtest_case_0189,dtest_case_0189_t1,t1,state_t1_for_dtest_case_0189,pass,True,0.689,0.25,,,False
dtest_case_0189,dtest_case_0189_t2,t2,state_t2_for_dtest_case_0189,pass,True,0.976,0.039,,,False
dtest_case_0190,dtest_case_0190_t0,t0,state_t0_for_dtest_case_0190,pass,True,0.721,0.307,,,False
dtest_case_0190,dtest_case_0190_t1,t1,state_t1_for_dtest_case_0190,pass,True,0.747,0.153,,,False
dtest_case_0190,dtest_case_0190_t2,t2,state_t2_for_dtest_case_0190,pass,True,0.73,0.273,,,False
dtest_case_0191,dtest_case_0191_t0,t0,state_t0_for_dtest_case_0191,pass,True,0.839,0.144,,,False
dtest_case_0191,dtest_case_0191_t1,t1,state_t1_for_dtest_case_0191,pass,True,0.901,0.014,,,False
dtest_case_0191,dtest_case_0191_t2,t2,state_t2_for_dtest_case_0191,fail,False,0.256,0.809,gate_check,V003,False
dtest_case_0192,dtest_case_0192_t0,t0,state_t0_for_dtest_case_0192,pass,True,0.85,0.29,,,False
dtest_case_0192,dtest_case_0192_t1,t1,state_t1_for_dtest_case_0192,fail,False,0.223,0.7,H_divergence,V003,False
dtest_case_0192,dtest_case_0192_t2,t2,state_t2_for_dtest_case_0192,fail,False,0.313,0.678,burst_detector,V004,False
dtest_case_0193,dtest_case_0193_t0,t0,state_t0_for_dtest_case_0193,fail,False,0.492,0.919,A_threshold,V003,False
dtest_case_0193,dtest_case_0193_t1,t1,state_t1_for_dtest_case_0193,unverifiable,False,0.168,0.651,H_divergence,V001,True
dtest_case_0193,dtest_case_0193_t2,t2,state_t2_for_dtest_case_0193,unverifiable,False,0.387,0.957,pattern_matcher,V001,True
dtest_case_0194,dtest_case_0194_t0,t0,state_t0_for_dtest_case_0194,fail,False,0.125,0.906,I_nec_trigger,V005,False
dtest_case_0194,dtest_case_0194_t1,t1,state_t1_for_dtest_case_0194,fail,False,0.475,0.786,I_nec_trigger,V002,False
dtest_case_0194,dtest_case_0194_t2,t2,state_t2_for_dtest_case_0194,fail,False,0.479,0.956,A_threshold,V003,False
dtest_case_0195,dtest_case_0195_t0,t0,state_t0_for_dtest_case_0195,pass,True,0.972,0.055,,,False
dtest_case_0195,dtest_case_0195_t1,t1,state_t1_for_dtest_case_0195,pass,True,0.94,0.315,,,False
dtest_case_0195,dtest_case_0195_t2,t2,state_t2_for_dtest_case_0195,pass,True,0.601,0.126,,,False
dtest_case_0196,dtest_case_0196_t0,t0,state_t0_for_dtest_case_0196,pass,True,0.738,0.036,,,False
dtest_case_0196,dtest_case_0196_t1,t1,state_t1_for_dtest_case_0196,fail,False,0.15,0.567,H_divergence,V001,False
dtest_case_0196,dtest_case_0196_t2,t2,state_t2_for_dtest_case_0196,fail,False,0.374,0.945,A_threshold,V001,False
dtest_case_0197,dtest_case_0197_t0,t0,state_t0_for_dtest_case_0197,pass,True,0.614,0.15,,,False
dtest_case_0197,dtest_case_0197_t1,t1,state_t1_for_dtest_case_0197,fail,False,0.476,0.514,pattern_matcher,V004,False
dtest_case_0197,dtest_case_0197_t2,t2,state_t2_for_dtest_case_0197,pass,True,0.603,0.271,,,False
dtest_case_0198,dtest_case_0198_t0,t0,state_t0_for_dtest_case_0198,fail,False,0.285,0.893,H_divergence,V002,False
dtest_case_0198,dtest_case_0198_t1,t1,state_t1_for_dtest_case_0198,fail,False,0.452,0.818,A_threshold,V004,False
dtest_case_0198,dtest_case_0198_t2,t2,state_t2_for_dtest_case_0198,fail,False,0.017,0.776,A_threshold,V005,False
dtest_case_0199,dtest_case_0199_t0,t0,state_t0_for_dtest_case_0199,pass,True,0.871,0.323,,,False
dtest_case_0199,dtest_case_0199_t1,t1,state_t1_for_dtest_case_0199,pass,True,0.693,0.328,,,False
dtest_case_0199,dtest_case_0199_t2,t2,state_t2_for_dtest_case_0199,pass,True,0.94,0.127,,,False
dtest_case_0200,dtest_case_0200_t0,t0,state_t0_for_dtest_case_0200,fail,False,0.119,0.847,pattern_matcher,V005,False
dtest_case_0200,dtest_case_0200_t1,t1,state_t1_for_dtest_case_0200,fail,False,0.444,0.781,A_threshold,V004,False
dtest_case_0200,dtest_case_0200_t2,t2,state_t2_for_dtest_case_0200,fail,False,0.166,0.664,burst_detector,V005,False
dtest_case_0201,dtest_case_0201_t0,t0,state_t0_for_dtest_case_0201,fail,False,0.296,0.76,I_nec_trigger,V003,False
dtest_case_0201,dtest_case_0201_t1,t1,state_t1_for_dtest_case_0201,fail,False,0.159,0.68,burst_detector,V005,False
dtest_case_0201,dtest_case_0201_t2,t2,state_t2_for_dtest_case_0201,fail,False,0.487,0.651,A_threshold,V002,False
dtest_case_0202,dtest_case_0202_t0,t0,state_t0_for_dtest_case_0202,pass,True,0.945,0.191,,,False
dtest_case_0202,dtest_case_0202_t1,t1,state_t1_for_dtest_case_0202,pass,True,0.611,0.249,,,False
dtest_case_0202,dtest_case_0202_t2,t2,state_t2_for_dtest_case_0202,pass,True,0.86,0.045,,,False
dtest_case_0203,dtest_case_0203_t0,t0,state_t0_for_dtest_case_0203,fail,False,0.068,0.827,I_nec_trigger,V005,False
dtest_case_0203,dtest_case_0203_t1,t1,state_t1_for_dtest_case_0203,fail,False,0.397,0.939,burst_detector,,False
dtest_case_0203,dtest_case_0203_t2,t2,state_t2_for_dtest_case_0203,fail,False,0.125,0.938,H_divergence,V003,False
dtest_case_0204,dtest_case_0204_t0,t0,state_t0_for_dtest_case_0204,pass,True,0.924,0.324,,,False
dtest_case_0204,dtest_case_0204_t1,t1,state_t1_for_dtest_case_0204,pass,True,0.885,0.043,,,False
dtest_case_0204,dtest_case_0204_t2,t2,state_t2_for_dtest_case_0204,pass,True,0.759,0.095,,,False
dtest_case_0205,dtest_case_0205_t0,t0,state_t0_for_dtest_case_0205,fail,False,0.432,0.57,pattern_matcher,V001,False
dtest_case_0205,dtest_case_0205_t1,t1,state_t1_for_dtest_case_0205,pass,True,0.649,0.048,,,False
dtest_case_0205,dtest_case_0205_t2,t2,state_t2_for_dtest_case_0205,pass,True,0.843,0.067,,,False
dtest_case_0206,dtest_case_0206_t0,t0,state_t0_for_dtest_case_0206,pass,True,0.88,0.367,,,False
dtest_case_0206,dtest_case_0206_t1,t1,state_t1_for_dtest_case_0206,pass,True,0.906,0.004,,,False
dtest_case_0206,dtest_case_0206_t2,t2,state_t2_for_dtest_case_0206,fail,False,0.174,0.885,burst_detector,V003,False
dtest_case_0207,dtest_case_0207_t0,t0,state_t0_for_dtest_case_0207,pass,True,0.874,0.353,,,False
dtest_case_0207,dtest_case_0207_t1,t1,state_t1_for_dtest_case_0207,fail,False,0.172,0.881,pattern_matcher,V004,False
dtest_case_0207,dtest_case_0207_t2,t2,state_t2_for_dtest_case_0207,pass,True,0.876,0.034,,,False
dtest_case_0208,dtest_case_0208_t0,t0,state_t0_for_dtest_case_0208,pass,True,0.928,0.154,,,False
dtest_case_0208,dtest_case_0208_t1,t1,state_t1_for_dtest_case_0208,pass,True,0.607,0.363,,,False
dtest_case_0208,dtest_case_0208_t2,t2,state_t2_for_dtest_case_0208,pass,True,0.862,0.003,,,False
dtest_case_0209,dtest_case_0209_t0,t0,state_t0_for_dtest_case_0209,pass,True,0.773,0.033,,,False
dtest_case_0209,dtest_case_0209_t1,t1,state_t1_for_dtest_case_0209,pass,True,0.877,0.085,,,False
dtest_case_0209,dtest_case_0209_t2,t2,state_t2_for_dtest_case_0209,pass,True,0.985,0.047,,,False
dtest_case_0210,dtest_case_0210_t0,t0,state_t0_for_dtest_case_0210,pass,True,0.86,0.09,,,False
dtest_case_0210,dtest_case_0210_t1,t1,state_t1_for_dtest_case_0210,pass,True,0.83,0.019,,,False
dtest_case_0210,dtest_case_0210_t2,t2,state_t2_for_dtest_case_0210,fail,False,0.025,0.781,gate_check,V002,False
dtest_case_0211,dtest_case_0211_t0,t0,state_t0_for_dtest_case_0211,pass,True,0.987,0.027,,,False
dtest_case_0211,dtest_case_0211_t1,t1,state_t1_for_dtest_case_0211,fail,False,0.392,0.705,H_divergence,,False
dtest_case_0211,dtest_case_0211_t2,t2,state_t2_for_dtest_case_0211,fail,False,0.424,0.762,burst_detector,V002,False
dtest_case_0212,dtest_case_0212_t0,t0,state_t0_for_dtest_case_0212,pass,True,0.735,0.195,,,False
dtest_case_0212,dtest_case_0212_t1,t1,state_t1_for_dtest_case_0212,unverifiable,False,0.129,0.782,I_nec_trigger,,True
dtest_case_0212,dtest_case_0212_t2,t2,state_t2_for_dtest_case_0212,unverifiable,False,0.324,0.79,A_threshold,V001,True
dtest_case_0213,dtest_case_0213_t0,t0,state_t0_for_dtest_case_0213,fail,False,0.063,0.819,H_divergence,V005,False
dtest_case_0213,dtest_case_0213_t1,t1,state_t1_for_dtest_case_0213,pass,True,0.909,0.351,,,False
dtest_case_0213,dtest_case_0213_t2,t2,state_t2_for_dtest_case_0213,pass,True,0.89,0.142,,,False
dtest_case_0214,dtest_case_0214_t0,t0,state_t0_for_dtest_case_0214,fail,False,0.249,0.55,H_divergence,V002,False
dtest_case_0214,dtest_case_0214_t1,t1,state_t1_for_dtest_case_0214,pass,True,0.729,0.317,,,False
dtest_case_0214,dtest_case_0214_t2,t2,state_t2_for_dtest_case_0214,pass,True,0.846,0.393,,,False
dtest_case_0215,dtest_case_0215_t0,t0,state_t0_for_dtest_case_0215,pass,True,0.79,0.325,,,False
dtest_case_0215,dtest_case_0215_t1,t1,state_t1_for_dtest_case_0215,pass,True,0.836,0.152,,,False
dtest_case_0215,dtest_case_0215_t2,t2,state_t2_for_dtest_case_0215,fail,False,0.155,0.844,H_divergence,V002,False
dtest_case_0216,dtest_case_0216_t0,t0,state_t0_for_dtest_case_0216,fail,False,0.489,0.732,H_divergence,,False
dtest_case_0216,dtest_case_0216_t1,t1,state_t1_for_dtest_case_0216,fail,False,0.192,0.557,I_nec_trigger,V004,False
dtest_case_0216,dtest_case_0216_t2,t2,state_t2_for_dtest_case_0216,fail,False,0.171,0.838,I_nec_trigger,V003,False
dtest_case_0217,dtest_case_0217_t0,t0,state_t0_for_dtest_case_0217,fail,False,0.404,0.734,H_divergence,,False
dtest_case_0217,dtest_case_0217_t1,t1,state_t1_for_dtest_case_0217,pass,True,0.99,0.159,,,False
dtest_case_0217,dtest_case_0217_t2,t2,state_t2_for_dtest_case_0217,pass,True,0.967,0.323,,,False
dtest_case_0218,dtest_case_0218_t0,t0,state_t0_for_dtest_case_0218,fail,False,0.001,0.856,burst_detector,V003,False
dtest_case_0218,dtest_case_0218_t1,t1,state_t1_for_dtest_case_0218,fail,False,0.437,0.744,gate_check,V003,False
dtest_case_0218,dtest_case_0218_t2,t2,state_t2_for_dtest_case_0218,fail,False,0.269,0.736,gate_check,V001,False
dtest_case_0219,dtest_case_0219_t0,t0,state_t0_for_dtest_case_0219,pass,True,0.714,0.265,,,False
dtest_case_0219,dtest_case_0219_t1,t1,state_t1_for_dtest_case_0219,fail,False,0.406,0.713,I_nec_trigger,V002,False
dtest_case_0219,dtest_case_0219_t2,t2,state_t2_for_dtest_case_0219,fail,False,0.026,0.994,H_divergence,V001,False
dtest_case_0220,dtest_case_0220_t0,t0,state_t0_for_dtest_case_0220,pass,True,0.82,0.011,,,False
dtest_case_0220,dtest_case_0220_t1,t1,state_t1_for_dtest_case_0220,pass,True,0.947,0.017,,,False
dtest_case_0220,dtest_case_0220_t2,t2,state_t2_for_dtest_case_0220,fail,False,0.246,0.631,I_nec_trigger,V001,False
dtest_case_0221,dtest_case_0221_t0,t0,state_t0_for_dtest_case_0221,pass,True,0.651,0.356,,,False
dtest_case_0221,dtest_case_0221_t1,t1,state_t1_for_dtest_case_0221,fail,False,0.433,0.615,burst_detector,V003,False
dtest_case_0221,dtest_case_0221_t2,t2,state_t2_for_dtest_case_0221,fail,False,0.344,0.838,burst_detector,V004,False
dtest_case_0222,dtest_case_0222_t0,t0,state_t0_for_dtest_case_0222,pass,True,0.721,0.269,,,False
dtest_case_0222,dtest_case_0222_t1,t1,state_t1_for_dtest_case_0222,fail,False,0.339,0.805,pattern_matcher,V001,False
dtest_case_0222,dtest_case_0222_t2,t2,state_t2_for_dtest_case_0222,pass,True,0.909,0.226,,,False
dtest_case_0223,dtest_case_0223_t0,t0,state_t0_for_dtest_case_0223,pass,True,0.793,0.277,,,False
dtest_case_0223,dtest_case_0223_t1,t1,state_t1_for_dtest_case_0223,pass,True,0.758,0.037,,,False
dtest_case_0223,dtest_case_0223_t2,t2,state_t2_for_dtest_case_0223,pass,True,0.925,0.276,,,False
dtest_case_0224,dtest_case_0224_t0,t0,state_t0_for_dtest_case_0224,fail,False,0.478,0.808,burst_detector,V001,False
dtest_case_0224,dtest_case_0224_t1,t1,state_t1_for_dtest_case_0224,fail,False,0.085,0.818,burst_detector,,False
dtest_case_0224,dtest_case_0224_t2,t2,state_t2_for_dtest_case_0224,pass,True,0.829,0.205,,,False
dtest_case_0225,dtest_case_0225_t0,t0,state_t0_for_dtest_case_0225,pass,True,0.873,0.007,,,False
dtest_case_0225,dtest_case_0225_t1,t1,state_t1_for_dtest_case_0225,pass,True,0.685,0.003,,,False
dtest_case_0225,dtest_case_0225_t2,t2,state_t2_for_dtest_case_0225,pass,True,0.938,0.26,,,False
dtest_case_0226,dtest_case_0226_t0,t0,state_t0_for_dtest_case_0226,pass,True,0.614,0.1,,,False
dtest_case_0226,dtest_case_0226_t1,t1,state_t1_for_dtest_case_0226,fail,False,0.223,0.768,pattern_matcher,V003,False
dtest_case_0226,dtest_case_0226_t2,t2,state_t2_for_dtest_case_0226,fail,False,0.084,0.579,A_threshold,V001,False
dtest_case_0227,dtest_case_0227_t0,t0,state_t0_for_dtest_case_0227,fail,False,0.374,0.824,I_nec_trigger,V002,False
dtest_case_0227,dtest_case_0227_t1,t1,state_t1_for_dtest_case_0227,pass,True,0.974,0.112,,,False
dtest_case_0227,dtest_case_0227_t2,t2,state_t2_for_dtest_case_0227,pass,True,0.97,0.063,,,False
dtest_case_0228,dtest_case_0228_t0,t0,state_t0_for_dtest_case_0228,pass,True,0.671,0.006,,,False
dtest_case_0228,dtest_case_0228_t1,t1,state_t1_for_dtest_case_0228,pass,True,0.782,0.212,,,False
dtest_case_0228,dtest_case_0228_t2,t2,state_t2_for_dtest_case_0228,pass,True,0.887,0.214,,,False
dtest_case_0229,dtest_case_0229_t0,t0,state_t0_for_dtest_case_0229,pass,True,0.728,0.079,,,False
dtest_case_0229,dtest_case_0229_t1,t1,state_t1_for_dtest_case_0229,pass,True,0.741,0.209,,,False
