case_id,model_source,difficulty_tier,n_total_checkpoints,n_checkable_checkpoints,n_unverifiable_checkpoints,checkable_rate,main_unverifiable_reason
dtest_case_0160,claude3,standard,3,1,2,0.3333,
dtest_case_0161,claude3,complex,2,2,0,1.0,
dtest_case_0162,claude3,complex,3,3,0,1.0,
dtest_case_0163,claude3,complex,3,3,0,1.0,
dtest_case_0164,claude3,standard,2,1,1,0.5,schema_mismatch
dtest_case_0165,claude3,complex,4,0,4,0.0,format_error
dtest_case_0166,claude3,complex,3,3,0,1.0,
dtest_case_0167,claude3,complex,2,1,1,0.5,format_error
dtest_case_0168,claude3,standard,2,1,1,0.5,schema_mismatch
dtest_case_0169,claude3,standard,4,3,1,0.75,schema_mismatch
dtest_case_0170,claude3,complex,4,3,1,0.75,timeout
dtest_case_0171,claude3,standard,3,1,2,0.3333,timeout
dtest_case_0172,claude3,standard,3,3,0,1.0,
dtest_case_0173,claude3,deep_nesting,4,0,4,0.0,format_error
dtest_case_0174,claude3,standard,2,1,1,0.5,format_error
dtest_case_0175,claude3,complex,3,1,2,0.3333,timeout
dtest_case_0176,claude3,standard,2,2,0,1.0,
dtest_case_0177,claude3,standard,3,3,0,1.0,
dtest_case_0178,claude3,complex,3,2,1,0.6667,unverifiable_predicate
dtest_case_0179,claude3,complex,3,3,0,1.0,
dtest_case_0180,claude3,standard,3,1,2,0.3333,
dtest_case_0181,claude3,standard,2,2,0,1.0,
dtest_case_0182,claude3,deep_nesting,2,1,1,0.5,unverifiable_predicate
dtest_case_0183,claude3,complex,4,2,2,0.5,schema_mismatch
dtest_case_0184,claude3,complex,2,2,0,1.0,
dtest_case_0185,claude3,complex,2,0,2,0.0,format_error
dtest_case_0186,claude3,complex,2,0,2,0.0,schema_mismatch
dtest_case_0187,claude3,standard,3,1,2,0.3333,schema_mismatch
dtest_case_0188,claude3,standard,4,4,0,1.0,
dtest_case_0189,claude3,standard,3,3,0,1.0,
dtest_case_0190,claude3,complex,3,1,2,0.3333,unverifiable_predicate
dtest_case_0191,claude3,deep_nesting,3,1,2,0.3333,format_error
dtest_case_0192,claude3,standard,4,1,3,0.25,unverifiable_predicate
dtest_case_0193,claude3,complex,2,2,0,1.0,
dtest_case_0194,claude3,standard,4,2,2,0.5,schema_mismatch
dtest_case_0195,claude3,complex,3,3,0,1.0,
dtest_case_0196,claude3,complex,2,1,1,0.5,schema_mismatch
dtest_case_0197,claude3,standard,3,1,2,0.3333,schema_mismatch
dtest_case_0198,claude3,standard,4,4,0,1.0,
dtest_case_0199,claude3,deep_nesting,3,0,3,0.0,timeout
dtest_case_0200,claude3,standard,2,2,0,1.0,
dtest_case_0201,claude3,standard,3,3,0,1.0,
dtest_case_0202,claude3,standard,3,1,2,0.3333,timeout
dtest_case_0203,claude3,complex,2,1,1,0.5,unverifiable_predicate
dtest_case_0204,claude3,standard,3,0,3,0.0,
dtest_case_0205,claude3,standard,4,0,4,0.0,unverifiable_predicate
dtest_case_0206,claude3,standard,2,1,1,0.5,timeout
dtest_case_0207,claude3,standard,4,2,2,0.5,
dtest_case_0208,claude3,standard,3,1,2,0.3333,schema_mismatch
dtest_case_0209,claude3,complex,2,1,1,0.5,timeout
dtest_case_0210,claude3,standard,2,2,0,1.0,
dtest_case_0211,claude3,standard,2,1,1,0.5,format_error
dtest_case_0212,claude3,standard,3,2,1,0.6667,unverifiable_predicate
dtest_case_0213,claude3,standard,4,4,0,1.0,
dtest_case_0214,claude3,deep_nesting,4,4,0,1.0,
dtest_case_0215,claude3,deep_nesting,2,0,2,0.0,timeout
dtest_case_0216,claude3,standard,2,1,1,0.5,
dtest_case_0217,claude3,standard,3,2,1,0.6667,format_error
dtest_case_0218,claude3,standard,4,3,1,0.75,schema_mismatch
dtest_case_0219,claude3,complex,3,2,1,0.6667,
dtest_case_0220,claude3,standard,2,2,0,1.0,
dtest_case_0221,claude3,standard,4,2,2,0.5,schema_mismatch
dtest_case_0222,claude3,standard,4,1,3,0.25,format_error
dtest_case_0223,claude3,deep_nesting,2,0,2,0.0,
dtest_case_0224,claude3,standard,4,3,1,0.75,unverifiable_predicate
dtest_case_0225,claude3,complex,4,3,1,0.75,timeout
dtest_case_0226,claude3,standard,2,2,0,1.0,
dtest_case_0227,claude3,standard,4,1,3,0.25,unverifiable_predicate
dtest_case_0228,claude3,complex,4,4,0,1.0,
dtest_case_0229,claude3,complex,4,4,0,1.0,
dtest_case_0230,claude3,complex,3,1,2,0.3333,format_error
dtest_case_0231,claude3,standard,2,1,1,0.5,timeout
dtest_case_0232,claude3,complex,4,0,4,0.0,schema_mismatch
dtest_case_0233,claude3,standard,4,4,0,1.0,
dtest_case_0234,claude3,standard,2,1,1,0.5,schema_mismatch
dtest_case_0235,claude3,complex,2,2,0,1.0,
dtest_case_0236,claude3,deep_nesting,3,3,0,1.0,
dtest_case_0237,claude3,deep_nesting,2,1,1,0.5,
dtest_case_0238,claude3,complex,3,1,2,0.3333,
dtest_case_0239,claude3,standard,4,1,3,0.25,schema_mismatch
dtest_case_0240,claude3,standard,2,1,1,0.5,format_error
dtest_case_0241,claude3,standard,2,1,1,0.5,timeout
dtest_case_0242,claude3,complex,4,0,4,0.0,timeout
dtest_case_0243,claude3,deep_nesting,2,1,1,0.5,unverifiable_predicate
dtest_case_0244,claude3,standard,3,3,0,1.0,
dtest_case_0245,claude3,standard,2,0,2,0.0,timeout
dtest_case_0246,claude3,standard,3,1,2,0.3333,schema_mismatch
dtest_case_0247,claude3,standard,3,3,0,1.0,
dtest_case_0248,claude3,standard,2,2,0,1.0,
dtest_case_0249,claude3,deep_nesting,3,1,2,0.3333,format_error
dtest_case_0250,claude3,complex,4,2,2,0.5,schema_mismatch
dtest_case_0251,claude3,complex,3,1,2,0.3333,timeout
dtest_case_0252,claude3,complex,2,2,0,1.0,
dtest_case_0253,claude3,complex,2,2,0,1.0,
dtest_case_0254,claude3,standard,2,1,1,0.5,format_error
dtest_case_0255,claude3,complex,4,2,2,0.5,timeout
dtest_case_0256,claude3,standard,3,2,1,0.6667,unverifiable_predicate
dtest_case_0257,claude3,complex,4,0,4,0.0,format_error
dtest_case_0258,claude3,complex,3,1,2,0.3333,
dtest_case_0259,claude3,complex,4,4,0,1.0,
dtest_case_0260,claude3,standard,4,3,1,0.75,timeout
dtest_case_0261,claude3,complex,3,2,1,0.6667,timeout
dtest_case_0262,claude3,standard,4,3,1,0.75,
dtest_case_0263,claude3,complex,3,2,1,0.6667,format_error
dtest_case_0264,claude3,complex,3,3,0,1.0,
dtest_case_0265,claude3,standard,4,3,1,0.75,timeout
dtest_case_0266,claude3,standard,4,4,0,1.0,
dtest_case_0267,claude3,standard,4,2,2,0.5,
dtest_case_0268,claude3,deep_nesting,2,1,1,0.5,
dtest_case_0269,claude3,deep_nesting,2,1,1,0.5,schema_mismatch
dtest_case_0270,claude3,standard,2,2,0,1.0,
dtest_case_0271,claude3,complex,4,4,0,1.0,
dtest_case_0272,claude3,complex,3,2,1,0.6667,timeout
dtest_case_0273,claude3,standard,3,2,1,0.6667,unverifiable_predicate
dtest_case_0274,claude3,standard,3,2,1,0.6667,
dtest_case_0275,claude3,standard,3,3,0,1.0,
dtest_case_0276,claude3,standard,3,3,0,1.0,
dtest_case_0277,claude3,standard,2,2,0,1.0,
dtest_case_0278,claude3,deep_nesting,4,0,4,0.0,timeout
dtest_case_0279,claude3,complex,2,1,1,0.5,
dtest_case_0280,claude3,standard,3,3,0,1.0,
dtest_case_0281,claude3,complex,3,3,0,1.0,
dtest_case_0282,claude3,standard,4,1,3,0.25,timeout
dtest_case_0283,claude3,standard,4,1,3,0.25,schema_mismatch
dtest_case_0284,claude3,deep_nesting,4,4,0,1.0,
dtest_case_0285,claude3,standard,3,1,2,0.3333,schema_mismatch
dtest_case_0286,claude3,complex,4,4,0,1.0,
dtest_case_0287,claude3,standard,4,3,1,0.75,format_error
dtest_case_0288,claude3,standard,2,1,1,0.5,unverifiable_predicate
dtest_case_0289,claude3,standard,4,3,1,0.75,format_error
dtest_case_0290,claude3,complex,2,1,1,0.5,timeout
dtest_case_0291,claude3,standard,4,1,3,0.25,schema_mismatch
dtest_case_0292,claude3,standard,3,3,0,1.0,
dtest_case_0293,claude3,complex,4,1,3,0.25,unverifiable_predicate
dtest_case_0294,claude3,standard,4,1,3,0.25,timeout
dtest_case_0295,claude3,standard,3,1,2,0.3333,timeout
dtest_case_0296,claude3,standard,3,1,2,0.3333,format_error
dtest_case_0297,claude3,standard,3,1,2,0.3333,unverifiable_predicate
dtest_case_0298,claude3,standard,2,2,0,1.0,
dtest_case_0299,claude3,standard,3,1,2,0.3333,
dtest_case_0300,claude3,standard,2,2,0,1.0,
dtest_case_0301,claude3,standard,2,0,2,0.0,schema_mismatch
dtest_case_0302,claude3,complex,4,4,0,1.0,
dtest_case_0303,claude3,complex,2,2,0,1.0,
dtest_case_0304,claude3,standard,4,4,0,1.0,
dtest_case_0305,claude3,complex,4,0,4,0.0,timeout
dtest_case_0306,claude3,standard,3,1,2,0.3333,unverifiable_predicate
dtest_case_0307,claude3,standard,2,2,0,1.0,
dtest_case_0308,claude3,standard,3,3,0,1.0,
dtest_case_0309,claude3,standard,4,4,0,1.0,
dtest_case_0310,claude3,standard,2,2,0,1.0,
dtest_case_0311,claude3,complex,4,4,0,1.0,
dtest_case_0312,claude3,complex,2,0,2,0.0,
dtest_case_0313,claude3,complex,2,0,2,0.0,unverifiable_predicate
dtest_case_0314,claude3,standard,3,2,1,0.6667,timeout
dtest_case_0315,claude3,complex,2,1,1,0.5,
dtest_case_0316,claude3,standard,4,3,1,0.75,unverifiable_predicate
dtest_case_0317,claude3,deep_nesting,4,0,4,0.0,schema_mismatch
dtest_case_0318,claude3,standard,3,1,2,0.3333,
dtest_case_0319,claude3,standard,4,0,4,0.0,unverifiable_predicate
dtest_case_0320,claude3,standard,2,1,1,0.5,unverifiable_predicate
dtest_case_0321,claude3,standard,3,1,2,0.3333,unverifiable_predicate
dtest_case_0322,claude3,complex,4,2,2,0.5,format_error
dtest_case_0323,claude3,standard,2,1,1,0.5,schema_mismatch
dtest_case_0324,claude3,standard,3,2,1,0.6667,timeout
dtest_case_0325,claude3,complex,2,0,2,0.0,format_error
dtest_case_0326,claude3,standard,3,1,2,0.3333,unverifiable_predicate
dtest_case_0327,claude3,standard,4,4,0,1.0,
dtest_case_0328,claude3,complex,2,1,1,0.5,format_error
dtest_case_0329,claude3,complex,3,1,2,0.3333,schema_mismatch
dtest_case_0330,claude3,complex,4,3,1,0.75,
dtest_case_0331,claude3,complex,3,3,0,1.0,
dtest_case_0332,claude3,deep_nesting,4,4,0,1.0,
dtest_case_0333,claude3,standard,4,1,3,0.25,
dtest_case_0334,claude3,standard,2,1,1,0.5,
dtest_case_0335,claude3,standard,2,2,0,1.0,
dtest_case_0336,claude3,deep_nesting,4,2,2,0.5,format_error
dtest_case_0337,claude3,complex,2,1,1,0.5,
dtest_case_0338,claude3,standard,2,1,1,0.5,
dtest_case_0339,claude3,deep_nesting,3,0,3,0.0,
dtest_case_0340,claude3,standard,4,2,2,0.5,
dtest_case_0341,claude3,standard,2,2,0,1.0,
dtest_case_0342,claude3,complex,3,1,2,0.3333,unverifiable_predicate
dtest_case_0343,claude3,deep_nesting,4,4,0,1.0,
dtest_case_0344,claude3,deep_nesting,3,3,0,1.0,
dtest_case_0345,claude3,standard,2,1,1,0.5,timeout
dtest_case_0346,claude3,standard,4,1,3,0.25,
dtest_case_0347,claude3,standard,4,3,1,0.75,format_error
dtest_case_0348,claude3,standard,3,1,2,0.3333,schema_mismatch
dtest_case_0349,claude3,standard,2,2,0,1.0,
dtest_case_0350,claude3,standard,2,1,1,0.5,unverifiable_predicate
dtest_case_0351,claude3,deep_nesting,4,4,0,1.0,
dtest_case_0352,claude3,standard,4,4,0,1.0,
dtest_case_0353,claude3,standard,2,2,0,1.0,
dtest_case_0354,claude3,standard,4,2,2,0.5,
dtest_case_0355,claude3,standard,4,2,2,0.5,unverifiable_predicate
dtest_case_0356,claude3,standard,4,3,1,0.75,
dtest_case_0357,claude3,standard,3,2,1,0.6667,unverifiable_predicate
dtest_case_0358,claude3,standard,4,1,3,0.25,timeout
dtest_case_0359,claude3,complex,4,0,4,0.0,timeout
dtest_case_0360,claude3,standard,4,4,0,1.0,
dtest_case_0361,claude3,standard,3,1,2,0.3333,timeout
dtest_case_0362,claude3,standard,4,2,2,0.5,unverifiable_predicate
dtest_case_0363,claude3,complex,3,1,2,0.3333,format_error
dtest_case_0364,claude3,standard,2,1,1,0.5,schema_mismatch
dtest_case_0365,claude3,standard,4,0,4,0.0,unverifiable_predicate
dtest_case_0366,claude3,complex,2,1,1,0.5,timeout
dtest_case_0367,claude3,standard,3,3,0,1.0,
dtest_case_0368,claude3,complex,3,2,1,0.6667,
